gene,n_tissue,tissue_1,tissue_2,tissue_3,tissue_4,tissue_5,tissue_6,direct_association.diseaseId,direct_association.score,direct_association.disease,ensembl_ID
FLT3,1,SMLINT,"","","","","",EFO_0000222,0.803695315987794,"acute myeloid leukemia: Acute myeloid leukemia (AML) is a group of neoplasms arising from precursor cells committed to the myeloid cell-line differentiation. All of them are characterized by clonal expansion of myeloid blasts. AML manifests by fever, pallor, anemia, hemorrhages and recurrent infections.",ENSG00000122025
ABCA3,1,ADRNL,"","","","","",Orphanet_217563,0.801996221775787,Neonatal acute respiratory distress with surfactant metabolism deficiency: NA,ENSG00000167972
HCCS,1,HEART,"","","","","",Orphanet_2556,0.80191391166623,"Microphthalmia with linear skin defects syndrome: A genetic condition that affects the eyes and skin. It is mainly found in females and is characterized by small or poorly developed eyes (microphthalmia) and characteristic linear skin markings on the head and neck. The signs and symptoms of this condition may include abnormalities of the brain, heart, and genitourinary system. Other symptoms may include short stature, developmental delay, and finger and toenails that do not grow normally (nail dystrophy). MLS syndrome is typically caused by either a deletion of certain genetic material on the p (short) arm of the X chromosome or by a mutation in the HCCS gene. In some cases, it may be caused by mutations in the COX7B and NDUFB11 genes, (also located on the X chromosome). According to the mutated gene, the disease may be classified in three subtypes. This condition is inherited in an X-linked manner and is thought to result in serious early developmental concerns in males, leading to almost no males with this condition surviving to delivery.Although there is no specific treatment or cure for MLS syndrome, there may be ways to manage the symptoms. A team of doctors is often needed to figure out the treatment options based on each person's symptoms.",ENSG00000004961
PCYT1A,1,HEART,"","","","","",Orphanet_85167,0.801647579797493,"Spondylometaphyseal dysplasia - cone-rod dystrophy: Spondylometaphyseal dysplasia-cone-rod dystrophy syndrome is characterised by the association of spondylometaphyseal dysplasia (marked by platyspondyly, shortening of the tubular bones and progressive metaphyseal irregularity and cupping), with postnatal growth retardation and progressive visual impairment due to cone-rod dystrophy. So far, it has been described in eight individuals. Transmission appears to be autosomal recessive.",ENSG00000161217
KIF21A,1,LIVER,"","","","","",Orphanet_45358,0.801537680538929,Congenital fibrosis of extraocular muscles: NA,ENSG00000139116
PIGV,1,SPLEEN,"","","","","",Orphanet_247262,0.801333325523015,Hyperphosphatasia-intellectual disability syndrome: NA,ENSG00000060642
AGL,1,HEART,"","","","","",Orphanet_366,0.800517211840972,"Glycogen storage disease due to glycogen debranching enzyme deficiency: An autosomal recessive metabolic disorder due to deficient expression of amylo-1,6-glucosidase (one part of the glycogen debranching enzyme system). The clinical course of the disease is similar to that of glycogen storage disease type I, but milder. Massive hepatomegaly, which is present in young children, diminishes and occasionally disappears with age. Levels of glycogen with short outer branches are elevated in muscle, liver, and erythrocytes. Six subgroups have been identified, with subgroups Type IIIa and Type IIIb being the most prevalent.",ENSG00000162688
SMOC1,1,ADRNL,"","","","","",Orphanet_1106,0.80014211565312,"Microphthalmia with limb anomalies: Microphthalmia with limb anomalies, also known as ophthalmo-acromelic syndrome (OAS), is a rare developmental disorder characterized by bilateral microphthalmia or anophthalmia, synostosis, syndactyly, oligodactyly and/or polydactyly.",ENSG00000198732
ANKRD11,1,SPLEEN,"","","","","",Orphanet_2332,0.799917517908548,"KBG syndrome: KBG syndrome is a rare condition characterised by a typical facial dysmorphism, macrodontia of the upper central incisors, skeletal (mainly costovertebral) anomalies and developmental delay.",ENSG00000167522
COL4A3,1,HEART,"","","","","",Orphanet_63,0.799692679798762,"Alport syndrome: A genetic syndrome usually inherited as an X-link trait. It is caused by abnormalities in the COL4A5 gene. It affects males more often than females and is characterized by hematuria, progressive renal insufficiency, hearing loss, and ocular abnormalities.",ENSG00000169031
IFT140,1,ADRNL,"","","","","",Orphanet_791,0.79955903277324,Retinitis pigmentosa: Retinitis pigmentosa (RP) is an inherited retinal dystrophy leading to progressive loss of the photoreceptors and retinal pigment epithelium and resulting in blindness usually after several decades.,ENSG00000187535
CREBBP,1,SPLEEN,"","","","","",Orphanet_783,0.798548469180183,"Rubinstein-Taybi syndrome: Rubinstein-Taybi syndrome is a rare malformation syndrome characterized by congenital anomalies (microcephaly, specific facial characteristics, broad thumbs and halluces and postnatal growth retardation), short stature, intellectual disability and behavioural characteristics.",ENSG00000005339
KMT2B,1,SPLEEN,"","","","","",EFO_0009301,0.798401473784375,"dystonia 28, childhood-onset: Any dystonic disorder in which the cause of the disease is a mutation in the KMT2B gene.",ENSG00000272333
COL4A1,1,HEART,"","","","","",Orphanet_73229,0.797120499951824,"Autosomal dominant familial hematuria - retinal arteriolar tortuosity - contractures: Autosomal dominant familial hematuria-retinal arteriolar tortuosity-contractures syndrome is characterised by the association of hematuria (without proteinuria) with extrarenal manifestations: retinal arterial tortuosities responsible for retinal haemorrhages, cardiac arrhythmia, Raynaud phenomena and congenital muscular contractures.",ENSG00000187498
CP,1,COLON,"","","","","",Orphanet_48818,0.796547031670885,"Aceruloplasminemia: Aceruloplasminemia is an adult-onset disorder of neurodegeneration with brain iron accumulation (NBIA) characterized by anemia, retinal degeneration, diabetes and various neurological symptoms.",ENSG00000047457
C12orf57,1,ADRNL,"","","","","",Orphanet_1777,0.796167909319666,"Temtamy syndrome: Temtamy syndrome is a very rare congenital genetic neurological disorder characterized by agenesis/hypoplasia of corpus callosum with developmental abnormalities, ocular disorders, and variable craniofacial and skeletal abnormalities.",ENSG00000111678
COL4A3,1,HEART,"","","","","",Orphanet_88918,0.796163970741442,"Autosomal dominant Alport syndrome: Autosomal dominant Alport syndrome isa genetic condition characterized by kidney disease, hearing loss, and eye abnormalities. Most affected individuals experience progressive loss of kidney function, usually resulting in end-stage kidney disease. People with Alport syndrome frequently develop sensorineural hearing loss in late childhood or early adolescence. The eye abnormalities seen in this condition seldom lead to vision loss. Alport syndrome can have different patterns of inheritance.Alport syndrome has autosomal dominant inheritance in about 5 percent of cases. People with this form of Alport syndrome have one mutation in either the COL4A3 or COL4A4 gene in each cell.",ENSG00000169031
FOXP1,1,SPLEEN,"","","","","",EFO_1001500,0.794607102906062,"mental retardation with language impairment: Mental retardation with language impairment and with or without autistic features is a neurodevelopmental disorder characterized by global developmental delay with moderate to severe speech delay that particularly affects expressive speech. Most patients have articulation defects, but frank verbal dyspraxia is not observed. Common dysmorphic features include broad forehead, downslanting palpebral fissures, short nose with broad tip, relative macrocephaly, frontal hair upsweep, and prominent digit pads. Gross motor skills are also delayed. Some patients have autistic features and/or behavioral problems. All reported cases have occurred de novo (review by Le Fevre et al., 2013).",ENSG00000114861
GATA2,1,LUNG,"","","","","",Orphanet_228423,0.794401732027678,Monocytopenia with susceptibility to infections: NA,ENSG00000179348
KIF5A,1,HEART,"","","","","",Orphanet_100991,0.793978240438397,"Autosomal dominant spastic paraplegia type 10: Autosomal dominant spastic paraplegia type 10 (SPG10) is a rare type of hereditary spastic paraplegia that can present as either a pure form of spastic paraplegia with lower limb spasticity, hyperreflexia and extensor plantar responses, presenting in childhood or adolescence, or as a complex phenotype associated with additional manifestations including peripheral neuropathy with upper limb amyotrophy, moderate intellectual disability and parkinsonism. Deafness and retinitis pigmentosa were reported in one case.",ENSG00000155980
EFTUD2,1,COLON,"","","","","",Orphanet_79113,0.79377428360686,"Mandibulofacial dysostosis-microcephaly syndrome: Mandibulofacial dysostosis-microcephaly syndrome is a rare genetic multiple malformation disorder characterized by malar and mandibular hypoplasia, microcephaly, ear malformations with associated conductive hearing loss, distinctive facial dysmorphism, developmental delay, and intellectual disability.",ENSG00000108883
JAK3,1,SPLEEN,"","","","","",Orphanet_35078,0.793054226231099,"T-B+ severe combined immunodeficiency due to JAK3 deficiency: Severe combined immunodeficiency (SCID) T-B+ due to JAK3 deficiency is a form of SCID (see this term) characterized by severe and recurrent infections, associated with diarrhea and failure to thrive.",ENSG00000105639
FGG,1,LUNG,"","","","","",Orphanet_335,0.792841309012866,Congenital fibrinogen deficiency: Congenital deficiencies of fibrinogen are coagulation disorders characterized by bleeding symptoms ranging from mild to severe resulting from reduced quantity and/or quality of circulating fibrinogen. Afibrinogenemia (complete absence of fibrinogen) and hypofibrinogenemia (reduced plasma fibrinogen concentration) correspond to quantitative anomalies of fibrinogen while dysfibrinogenemia corresponds to a functional anomaly of fibrinogen. Hypo- and dysfibrinogenemia may be frequently combined (hypodysfibrinogenemia).,ENSG00000171557
MAT1A,1,LUNG,"","","","","",Orphanet_168598,0.792796832108451,Brain demyelination due to methionine adenosyltransferase deficiency: Hypermethioninemia due to methionine adenosyltransferase deficiency is a very rare metabolic disorder resulting in isolated hepatic hypermethioninemia that is usually benign due to partial inactivation of enzyme activity. Rarely patients have been found to have an odd odor or neurological disorders such as brain demyelination.,ENSG00000151224
CSTB,1,ADRNL,"","","","","",Orphanet_308,0.792642225523126,"Unverricht-Lundborg disease: Unverricht-Lundborg disease (ULD) is a rare progressive myoclonic epilepsy disorder characterized by action- and stimulus-sensitive myoclonus, and tonic-clonic seizures with ataxia, but with only a mild cognitive decline over time.",ENSG00000160213
KRT14,1,COLON,"","","","","",Orphanet_79399,0.792501774355686,"Generalized epidermolysis bullosa simplex, non-Dowling-Meara type: Non-Dowling-Meara generalized epidermolysis bullosa simplex, formerly known as epidermolysis bullosa simplex, Kobner type (EBS-K) is a generalized basal subtype of epidermolysis bullosa simplex (EBS) characterized by non-herpetiform blisters and erosions arising in particular at sites of friction.",ENSG00000186847
PNPO,1,ADRNL,"","","","","",Orphanet_79096,0.792421719480801,"Pyridoxal phosphate-responsive seizures: Pyridoxal phosphate-responsive seizures is a very rare neonatal epileptic encephalopathy disorder characterized clinically by onset of severe seizures within hours of birth that are not responsive to anticonvulsants, but are responsive to treatment with pyridoxal phosphate.",ENSG00000108439
ACTC1,1,HEART,"","","","","",EFO_0000538,0.791809359943274,"hypertrophic cardiomyopathy: A form of CARDIAC MUSCLE disease, characterized by left and/or right ventricular hypertrophy (HYPERTROPHY, LEFT VENTRICULAR; HYPERTROPHY, RIGHT VENTRICULAR), frequent asymmetrical involvement of the HEART SEPTUM, and normal or reduced left ventricular volume. Risk factors include HYPERTENSION; AORTIC STENOSIS; and gene MUTATION; (FAMILIAL HYPERTROPHIC CARDIOMYOPATHY).",ENSG00000159251
CYP2U1,1,SPLEEN,"","","","","",Orphanet_320411,0.79149928269928,Autosomal recessive spastic paraplegia type 56: Any hereditary spastic paraplegia in which the cause of the disease is a mutation in the CYP2U1 gene.,ENSG00000155016
MASP1,1,HEART,"","","","","",EFO_1001978,0.791240413692498,3MC syndrome 1: A type of 3MC syndrome which is that has material basis in homozygous mutation in the MASP1 gene on chromosome 3q27.,ENSG00000127241
KAT6B,1,COLON,"","","","","",Orphanet_85201,0.790332152016709,"Genitopatellar syndrome: Genitopatellar syndrome is a rare congenital patellar anomaly syndrome characterized by patellar aplasia or hypoplasia associated with microcephaly, characteristic coarse facial features (microcephaly, bitemporal narrowing, large, broad nose with high nasal bridge, prominent cheeks and micro/retrognathia or prognathism), arthrogryposis of the hips and knees, urogenital abnormalities and intellectual deficiency.",ENSG00000156650
EBP,1,ADRNL,"","","","","",Orphanet_401973,0.790196000886947,MEND syndrome: NA,ENSG00000147155
NHP2,1,COLON,"","","","","",Orphanet_1775,0.790097916524015,"Dyskeratosis congenita: Dyskeratosis congenita (DC) is a rare ectodermal dysplasia that often presents with the classic triad of nail dysplasia, skin pigmentary changes, and oral leukoplakia associated with a high risk of bone marrow failure (BMF) and cancer.",ENSG00000145912
SLC6A5,1,ADRNL,"","","","","",Orphanet_3197,0.7899789080843,Hereditary hyperekplexia: Hereditary hyperekplexia is a hereditary neurological disorder characterized by excessive startle responses.,ENSG00000165970
ACP5,1,LUNG,"","","","","",Orphanet_1855,0.789599222154963,Spondyloenchondrodysplasia: NA,ENSG00000102575
XPC,1,ADRNL,"","","","","",Orphanet_276255,0.789221459429419,Xeroderma pigmentosum complementation group C: An autosomal recessive inherited disorder caused by mutations in the XPC gene. This disease is characterized by increased sensitivity to sunlight with the development of carcinomas at an early age and is caused by a defect in nucleotide excision repair.,ENSG00000154767
ASAH1,1,ADRNL,"","","","","",Orphanet_2590,0.788882642863806,Hereditary myoclonus - progressive distal muscular atrophy: Spinal muscular atrophy-progressive myoclonic epilepsy syndrome is characterized by hereditary myoclonus and progressive distal muscular atrophy. Less than 10 cases have been reported. Treatment with clonazepam results in complete and lasting improvement of the myoclonus.,ENSG00000104763
RNASET2,1,ADRNL,"","","","","",Orphanet_85136,0.788672880599778,"Cystic leukoencephalopathy without megalencephaly: Cystic leukoencephalopathy without megalencephaly is characterised by non-progressive leukoencephalopathy, bilateral cysts in the anterior part of the temporal lobe, cerebral white matter anomalies and severe psychomotor impairment. Less than 50 patients have been described in the literature so far. Inheritance is most likely autosomal recessive.",ENSG00000026297
ZMPSTE24,1,ADRNL,"","","","","",Orphanet_90154,0.787938870738956,Mandibuloacral dysplasia with type B lipodystrophy: NA,ENSG00000084073
NAGS,1,SPLEEN,"","","","","",Orphanet_927,0.787153085239758,Hyperammonemia due to N-acetylglutamate synthetase deficiency: N-acetylglutamate synthase (NAGS) deficiency is a urea cycle disorder leading to hyperammonaemia.,ENSG00000161653
SKIV2L,1,ADRNL,"","","","","",Orphanet_84064,0.787052062053128,"Syndromic diarrhea: A severe congenital enteropathy manifesting as intractable diarrhea in the first month of life with failure to thrive and associated with facial dysmorphism, hair abnormalities, and, in some cases, immune disorders and intrauterine growth restriction.",ENSG00000204351
CDH23,1,HEART,"","","","","",MONDO_0019588,0.786333405721701,"hearing loss, autosomal recessive: Autosomal recessive form of nonsyndromic deafness.",ENSG00000107736
AMPD2,1,ADRNL,"","","","","",Orphanet_369920,0.786250583232538,Pontocerebellar hypoplasia type 9: Any non-syndromic pontocerebellar hypoplasia in which the cause of the disease is a mutation in the AMPD2 gene.,ENSG00000116337
GATA2,1,LUNG,"","","","","",Orphanet_3226,0.78563571775946,"Deafness - lymphedema - leukemia: Deafness - lymphedema - leukemia is a very rare, serious syndromic genetic disorder characterized by primary lymphedema, immunodeficiency, and hematological disorders.",ENSG00000179348
FGG,1,LUNG,"","","","","",Orphanet_248408,0.785251387448407,Familial hypodysfibrinogenemia: NA,ENSG00000171557
BRCA2,1,ADRNL,"","","","","",EFO_0003893,0.784663176875644,"ovarian neoplasm: Neoplasms located in the ovary that can be benign or malignant. They are classified according to the tissue of origin, such as the surface EPITHELIUM, the stromal endocrine cells, and the totipotent GERM CELLS.",ENSG00000139618
NAA10,1,ADRNL,"","","","","",Orphanet_276432,0.784561856618505,"Premature aging appearance-developmental delay-cardiac arrhythmia syndrome: Ogden syndrome is a rare, genetic progeroid syndrome characterized by a variable phenotype including postnatal growth delay, severe global developmental delay, hypotonia, non-specific dysmorphic facies with aged appearance and cryptorchidism, as well as cardiac arrthymias and skeletal anomalies. Patients typically present with widely opened fontanels, mainly truncal hypotonia, a waddling gait with hypertonia of the extremities, small hands and feet, broad great toes, scoliosis and redundant skin with lack of subcutaneous fat.",ENSG00000102030
TRNT1,1,HEART,"","","","","",Orphanet_369861,0.784252960016413,"Congenital sideroblastic anemia-B-cell immunodeficiency-periodic fever-developmental delay syndrome: Congenital sideroblastic anemia -B cell immunodeficiency- periodic fever-developmental delay syndrome is a form of constitutional sideroblastic anemia, characterized by severe microcytic anemia, B-cell lymphopenia, panhypogammaglobulinemia and variable neurodegeneration. The disease presents in infancy with recurrent febrile illnesses, gastrointestinal disturbances, developmental delay, seizures, ataxia and sensorineural deafness. Most patients require regular blood transfusion, iron chelation, and intravenous immunoglobulin (IVIG) replacement. Stem cell transplantation has been reported to be successful.",ENSG00000072756
TRPM4,1,LUNG,"","","","","",Orphanet_871,0.784039969293265,"Familial progressive cardiac conduction defect: A hereditary cardiac conduction disorder that may progress to complete atrioventricular (AV) block. The disease is either asymptomatic or manifests as dyspnea, dizziness, syncope, abdominal pain, heart failure or sudden death.",ENSG00000130529
TGFB2,1,LUNG,"","","","","",Orphanet_91387,0.783834261858166,"Familial thoracic aortic aneurysm and aortic dissection: A rare genetic vascular disease characterized by the familial occurrence of thoracic aortic aneurysm, dissection or dilatation affecting one or more aortic segments (aortic root, ascending aorta, arch or descending aorta) in the absence of any other associated disease. Depending on the size, location and progression rate of dilatation/dissection, patients may be asymptomatic or may present dyspnea, cough, jaw, neck, chest or back pain, head, neck or upper limb edema, difficulty swallowing, voice hoarseness, pale skin, faint pulse and/or numbness/tingling in limbs. Patients have increased risk of presenting life threatening aortic rupture.",ENSG00000092969
CREBBP,1,SPLEEN,"","","","","",Orphanet_353277,0.783514419165317,Rubinstein-Taybi syndrome due to CREBBP mutations: Any Rubinstein-Taybi syndrome in which the cause of the disease is a mutation in the CREBBP gene.,ENSG00000005339
PDYN,1,ADRNL,"","","","","",Orphanet_101108,0.783401563213462,"Spinocerebellar ataxia type 23: Spinocerebellar ataxia type 23 (SCA23) is a very rare subtype of type I autosomal dominant cerebellar ataxia (ADCA type I; see this term). It is characterized by gait ataxia, dysarthria, slowed saccades, ocular dysmetria, Babinski sign and hyperreflexia.",ENSG00000101327
DLL4,1,LUNG,"","","","","",Orphanet_974,0.783000438214666,"Adams-Oliver syndrome: Adams-Oliver Syndrome (AOS) is a rare disorder characterized by the combination of congenital limb abnormalities and scalp defects, often accompanied by skull ossification defects.",ENSG00000128917
CYP11A1,1,ADRNL,"","","","","",Orphanet_168558,0.782862105009131,"46,XY disorder of sex development - adrenal insufficiency due to CYP11A1 deficiency: A rare, genetic, developmental defect during embryogenesis disorder characterized by severe, early-onset, salt-wasting adrenal insufficiency and ambiguous/female external genitalia (irrespective of chromosomal sex) due to mutations in the <i>CYP11A1</i> gene. Milder cases may present delayed onset of adrenal gland dysfunction and genitalia phenotype may range from normal male to female in individuals with 46,XY karyotype. Imaging studies reveal hypoplastic/absent adrenal glands and biochemical findings include low serum cortisol, mineralocorticoids, androgens, and sodium, with elevated potassium levels.",ENSG00000140459
MAF,1,COLON,"","","","","",Orphanet_91492,0.782697310742972,Non-syndromic congenital cataract: NA,ENSG00000178573
EVC,1,ADRNL,"","","","","",Orphanet_952,0.781741643125341,"Acrofacial dysostosis, Weyers type: Acrofacial dysostosis, Weyers type (WAD) is a rare ectodermal dysplasia syndrome with bone abnormalities, characterized by postaxial polydactyly, onychodystrophy, dental anomalies, and a mild short stature associated with normal intelligence.",ENSG00000072840
LAMB2,1,HEART,"","","","","",Orphanet_2670,0.781691052750906,Pierson syndrome: Pierson syndrome is characterised by the association of congenital nephrotic syndrome and ocular anomalies with microcoria.,ENSG00000172037
TANGO2,1,HEART,"","","","","",MONDO_0018820,0.781560563467052,"recurrent metabolic encephalomyopathic crises-rhabdomyolysis-cardiac arrhythmia-intellectual disability syndrome: Recurrent metabolic encephalomyopathic crises-rhabdomyolysis-cardiac arrhythmia-intellectual disability syndrome is a rare, genetic, neurodegenerative disease characterized by episodic metabolic encephalomyopathic crises (of variable frequency and severity which are frequently precipitated by an acute illness) which manifest with profound muscle weakness, ataxia, seizures, cardiac arrhythmias, rhabdomyolysis with myoglobinuria, elevated plasma creatine kinase, hypoglycemia, lactic acidosis, increased acylcarnitines and a disorientated or comatose state. Global developmental delay, intellectual disability and cortical, pyramidal and cerebellar signs develop with subsequent progressive neurodegeneration causing loss of expressive language and varying degrees of cerebral atrophy.",ENSG00000183597
ATP13A2,1,LUNG,"","","","","",Orphanet_314632,0.781247605689322,Parkinsonism due to ATP13A2 deficiency: NA,ENSG00000159363
ABHD5,1,LUNG,"","","","","",Orphanet_98907,0.780746022876293,Dorfman-Chanarin disease: NA,ENSG00000011198
SETX,1,SPLEEN,"","","","","",Orphanet_64753,0.780313509612524,"Spinocerebellar ataxia with axonal neuropathy type 2: Spinocerebellar ataxia with axonal neuropathy type 2 or ataxia-oculomotor apraxia type 2 (AOA2) is a form of autosomal recessive cerebellar ataxia (ARCA; see this term) characterized by progressive cerebellar ataxia, axonal sensorimotor neuropathy with oculomotor apraxia, fixation instability, extrapyramidal features and an elevated serum alpha-fetoprotein level.",ENSG00000107290
DOCK8,1,SPLEEN,"","","","","",Orphanet_217390,0.7802191068817,"Combined immunodeficiency due to DOCK8 deficiency: Combined immunodeficiency due to dedicator of cytokinesis 8 protein (DOCK8) deficiency is a form of T and B cell immunodeficiency characterized by recurrent cutaneous viral infections, susceptibility to cancer and elevated serum levels of immunoglobulin E (IgE).",ENSG00000107099
FRAS1,1,KIDNEY,"","","","","",Orphanet_2052,0.779252379681805,Fraser syndrome: Fraser syndrome is a rare clinical entity including as main characteristics cryptophthalmos and syndactyly.,ENSG00000138759
EMD,1,COLON,"","","","","",Orphanet_98863,0.779188195018439,X-linked Emery-Dreifuss muscular dystrophy: X-linked form of Emery-Dreifuss muscular dystrophy.,ENSG00000102119
GNS,1,ADRNL,"","","","","",Orphanet_79272,0.779083585361143,"Sanfilippo syndrome type D: A rare autosomal recessive lysosomal storage disease caused by deficiency of the enzyme N-acetylglucosamine-6-sulfatase. It is characterized by behavioral changes, sleep disturbances and mental developmental delays.",ENSG00000135677
DSP,1,HEART,"","","","","",MONDO_0011581,0.778810992897438,"arrhythmogenic cardiomyopathy with woolly hair and keratoderma: A cardioectodermal syndrome that is often associated with the gene DSP, encoding desmoplakin. Desmoplakin is a member of the plakin family of cell adhesion molecules that are responsible for the formation and maintenance of desmosomes. Variation in DSP is associated with cardiomyopathic manifestations that include: (1) seemingly isolated arrhythmogenic right ventricle cardiomyopathy (ARVC) that is atypical and can show left ventricle dominance, or be present in the left and right ventricle simultaneously; and (2) dilated cardiomyopathy. Cutaneous phenotypes including woolly hair and/or keratoderma can present along with the cardiomyopathy, but are noted as less penetrant features.",ENSG00000096696
MAF,1,COLON,"","","","","",EFO_0009020,0.778132082337375,"Aymé-Gripp syndrome: Ayme-Gripp syndrome is a clinically homogeneous phenotype characterized by congenital cataracts, sensorineural hearing loss, intellectual disability, seizures, brachycephaly, a distinctive flat facial appearance, and reduced growth (Niceta et al., 2015).",ENSG00000178573
ITPR1,1,KIDNEY,"","","","","",Orphanet_208513,0.776836039988426,"Spinocerebellar ataxia type 29: Spinocerebellar ataxia type 29 (SCA29) is a rare subtype of autosomal dominant cerebellar ataxia type 1 (ADCA type 1; see this term) characterized by very slowly progressive or non-progressive ataxia, dysarthria, oculomotor abnormalities and intellectual disability.",ENSG00000150995
KCNT1,1,ADRNL,"","","","","",Orphanet_98784,0.776694175516988,Autosomal dominant nocturnal frontal lobe epilepsy: Autosomal dominant nocturnal frontal lobe epilepsy (ADNFLE) is a seizure disorder characterized by intermittent dystonia and/or choreoathetoid movements that begin during sleep. The clusters of nocturnal motor seizures are often stereotyped and brief.,ENSG00000107147
NBAS,1,ADRNL,"","","","","",MONDO_0014659,0.776633207288228,infantile liver failure syndrome 2: Any infantile liver failure in which the cause of the disease is a mutation in the NBAS gene.,ENSG00000151779
PEX26,1,SPLEEN,"","","","","",Orphanet_79189,0.775848361977334,"Peroxisome biogenesis disorder-Zellweger syndrome spectrum: Peroxisome biogenesis disorders, Zellweger syndrome spectrum (PBD-ZSS) is a group of autosomal recessive disorders affecting the formation of functional peroxisomes, characterized by sensorineural hearing loss, pigmentary retinal degeneration, multiple organ dysfunction and psychomotor impairment, and is comprised of the phenotypic variants Zellweger syndrome (ZS), neonatal adrenoleukodystrophy (NALD) and infantile Refsum disease (IRD) (see these terms).",ENSG00000215193
KCNA2,1,HEART,"","","","","",Orphanet_1934,0.77582772212374,"Early infantile epileptic encephalopathy: Early infantile epileptic encephalopathy (EIEE), or Ohtahara syndrome, is one of the most severe forms of age-related epileptic encephalopathies, characterized by the onset of tonic spasms within the first 3 months of life that can be generalized or lateralized, independent of the sleep cycle and that can occur hundreds of times per day, leading to psychomotor impairment and death.",ENSG00000177301
ATP1A3,1,HEART,"","","","","",Orphanet_1171,0.775636432109196,"Cerebellar ataxia - areflexia - pes cavus - optic atrophy - sensorineural hearing loss: Cerebellar ataxia - areflexia - pes cavus - optic atrophy - sensorineural hearing loss (CAPOS syndrome) is a rare autosomal dominant neurological disorder characterized by early onset cerebellar ataxia, associated with areflexia, progressive optic atrophy, sensorineural deafness, a pes cavus deformity, and abnormal eye movements.",ENSG00000105409
MYBPC3,1,HEART,"","","","","",MONDO_0007268,0.775635150209599,"hypertrophic cardiomyopathy 4: An autosomal dominant condition caused by mutation(s) in the MYBPC3 gene, encoding MYBPC3 protein. It is characterized by severe neonatal hypertrophic cardiomyopathy.",ENSG00000134571
MICU1,1,LUNG,"","","","","",Orphanet_401768,0.774917074676051,"Proximal myopathy with extrapyramidal signs: Proximal myopathy with extrapyramidal signs is a rare, hereditary non-dystrophic myopathy characterized by proximal muscle weakness, delayed motor development, learning difficulties, and progressive extrapyramidal motor signs including chorea, dystonia and tremor. Variable additional features have been reported - ataxia, microcephaly, ophthalmoplegia, ptosis, and optic atrophy.",ENSG00000107745
SLC1A4,1,COLON,"","","","","",MONDO_0014725,0.77476175024215,spastic tetraplegia-thin corpus callosum-progressive postnatal microcephaly syndrome: NA,ENSG00000115902
MYLK,1,LUNG,"","","","","",Orphanet_91387,0.773649062479107,"Familial thoracic aortic aneurysm and aortic dissection: A rare genetic vascular disease characterized by the familial occurrence of thoracic aortic aneurysm, dissection or dilatation affecting one or more aortic segments (aortic root, ascending aorta, arch or descending aorta) in the absence of any other associated disease. Depending on the size, location and progression rate of dilatation/dissection, patients may be asymptomatic or may present dyspnea, cough, jaw, neck, chest or back pain, head, neck or upper limb edema, difficulty swallowing, voice hoarseness, pale skin, faint pulse and/or numbness/tingling in limbs. Patients have increased risk of presenting life threatening aortic rupture.",ENSG00000065534
CDH23,1,HEART,"","","","","",Orphanet_231169,0.77300256456932,"Usher syndrome type 1: A syndrome characterized by congenital, bilateral, severe sensorineural hearing loss, abnormalities in the vestibular system, and adolescent-onset retinitis pigmentosa.",ENSG00000107736
LMBR1,1,ADRNL,"","","","","",Orphanet_2950,0.772603713814616,"Triphalangeal thumb - polysyndactyly syndrome: Triphalangeal thumb-polysyndactyly syndrome (TPT-PS) is a hand-foot malformation characterized by triphalangeal thumbs and pre- and postaxial polydactyly, isolated syndactyly or complex polysyndactyly.",ENSG00000105983
BRCA2,1,ADRNL,"","","","","",Orphanet_319462,0.772379294041154,Inherited cancer-predisposing syndrome due to biallelic BRCA2 mutations: NA,ENSG00000139618
IFNGR1,1,COLON,"","","","","",MONDO_0008856,0.772357412620234,immunodeficiency 27A: NA,ENSG00000027697
GMPPB,1,COLON,"","","","","",Orphanet_370968,0.772347843393227,Congenital muscular dystrophy with intellectual disability: NA,ENSG00000173540
CAMTA1,1,ADRNL,"","","","","",Orphanet_314647,0.772287071915277,"Non-progressive cerebellar ataxia with intellectual disability: Non-progressive cerebellar ataxia with intellectual deficit is a rare subtype of autosomal dominant cerebellar ataxia type 1 (ADCA type 1) characterized by the onset in infancy of cerebellar ataxia, neonatal hypotonia (in some), mild developmental delay and, in later life, intellectual disability. Less common features include dysarthria, dysmetria and dysmorphic facial features (long face, bulbous nose long philtrum, thick lower lip and pointed chin).",ENSG00000171735
VWF,1,LUNG,"","","","","",Orphanet_166096,0.77226451511646,"Von Willebrand disease type 3: Type 3 von Willebrand disease (type 3 VWD) is the most severe form of VWD characterized by a bleeding disorder associated with a total or near-total absence of Willebrand factor (von Willebrand factor; VWF) in the plasma and cellular compartments, also leading to a profound deficiency of plasmatic factor VIII (FVIII).",ENSG00000110799
DSP,1,HEART,"","","","","",Orphanet_293165,0.772144372135402,Skin fragility-woolly hair-palmoplantar keratoderma syndrome: NA,ENSG00000096696
NBAS,1,ADRNL,"","","","","",Orphanet_370088,0.771794640765536,Acute infantile liver failure-multisystemic involvement syndrome: Any infantile liver failure in which the cause of the disease is a mutation in the LARS gene.,ENSG00000151779
