Category,Prop._SNPs,Prop._h2,Prop._h2_std_error,Enrichment,Enrichment_std_error,Enrichment_p,cluster,gwas,logPVal_enrichment
Cluster_LUNG-sex_homogeneous_changing,0.0200962598045112,0.00422391109857231,0.0142938505799729,0.21018394167178,0.711269197304276,0.270674403943026,LUNG-sex_homogeneous_changing,MAGIC_ln_FastingInsulin,-0.567552810915431
Cluster_SMLINT-sex_homogeneous_changing,0.00483681109663406,0.00744105105206164,0.00724151583749115,1.5384208527887,1.49716738835026,0.717977384849453,SMLINT-sex_homogeneous_changing,MAGIC_ln_FastingInsulin,-0.14388923513064
Cluster_LIVER-sex_homogeneous_changing,0.00698538656660559,0.0167909705881579,0.00874315852049024,2.40372818713126,1.25163560199916,0.260275046931582,LIVER-sex_homogeneous_changing,MAGIC_ln_FastingInsulin,-0.584567466540725
Cluster_BLOOD-sex_homogeneous_changing,0.0430085827269496,0.200879184832503,0.0725430291909271,4.67067669046045,1.68671052593116,0.0342091968314577,BLOOD-sex_homogeneous_changing,MAGNETIC_CH2.DB.ratio,-1.46585712212481
Cluster_HIPPOC-sex_homogeneous_changing,0.00189510127141383,0.00562568193216131,0.0152217383673773,2.96853894671513,8.03215036419726,0.803012993566121,HIPPOC-sex_homogeneous_changing,MAGNETIC_CH2.DB.ratio,-0.0952774273384904
Cluster_CORTEX-sex_homogeneous_changing,0.00148528163734603,0.0067910956032534,0.0119726249678405,4.57226120117398,8.06084493795654,0.660426717907982,CORTEX-sex_homogeneous_changing,MAGNETIC_CH2.DB.ratio,-0.180175365443633
Cluster_SKM-GN-sex_homogeneous_changing,0.0239552409187542,0.0304339618580891,0.0351225934054544,1.27045108672912,1.466175753547,0.853555466044706,SKM-GN-sex_homogeneous_changing,MAGNETIC_CH2.DB.ratio,-0.0687682521538581
Cluster_SKM-VL-sex_homogeneous_changing,0.0377894634248139,0.0750912136332282,0.0393135543573165,1.98709393645216,1.04033110804907,0.346254386453155,SKM-VL-sex_homogeneous_changing,MAGNETIC_CH2.DB.ratio,-0.460604716121478
Cluster_HEART-sex_homogeneous_changing,0.0355732836517194,0.127503183495976,0.0462623819413652,3.58423992410419,1.30048106872274,0.027800202017709,HEART-sex_homogeneous_changing,MAGNETIC_CH2.DB.ratio,-1.5559520481518
Cluster_KIDNEY-sex_homogeneous_changing,0.00995594984129764,0.0529238799705831,0.0368732831212154,5.31580419891761,3.70364291795281,0.243965790323175,KIDNEY-sex_homogeneous_changing,MAGNETIC_CH2.DB.ratio,-0.612671067577163
Cluster_ADRNL-sex_homogeneous_changing,0.035065496491538,0.0900614191639716,0.0548449400693656,2.5683771278044,1.56407139658213,0.313569031620355,ADRNL-sex_homogeneous_changing,MAGNETIC_CH2.DB.ratio,-0.503666835211162
Cluster_COLON-sex_homogeneous_changing,0.0318228384782221,0.0834104998122933,0.0630411498121389,2.62108924913707,1.98100335566486,0.410415710147682,COLON-sex_homogeneous_changing,MAGNETIC_CH2.DB.ratio,-0.386776023383905
Cluster_SPLEEN-sex_homogeneous_changing,0.0288891807784359,0.159690680440974,0.050776216831928,5.52769847181592,1.75762051618402,0.00937649259006868,SPLEEN-sex_homogeneous_changing,MAGNETIC_CH2.DB.ratio,-2.02795958524991
Cluster_BAT-sex_homogeneous_changing,0.0412790532847723,0.0883975021582245,0.0726301621184082,2.14146147074633,1.75949195388164,0.494072307338986,BAT-sex_homogeneous_changing,MAGNETIC_CH2.DB.ratio,-0.30620948755343
Cluster_WAT-SC-sex_homogeneous_changing,0.0103993199980071,0.143121159461096,0.0710830959586033,13.7625498098456,6.83536000163718,0.0695225765918516,WAT-SC-sex_homogeneous_changing,MAGNETIC_CH2.DB.ratio,-1.15787414077563
Cluster_LUNG-sex_homogeneous_changing,0.0200962598045112,0.114832226843694,0.0552553963813459,5.71410938954507,2.74953632759775,0.100113167429658,LUNG-sex_homogeneous_changing,MAGNETIC_CH2.DB.ratio,-0.999508797985636
Cluster_SMLINT-sex_homogeneous_changing,0.00483681109663406,0.0090731355703671,0.0191350764995123,1.87585071839607,3.95613475846275,0.818902156656967,SMLINT-sex_homogeneous_changing,MAGNETIC_CH2.DB.ratio,-0.0867679851289759
Cluster_LIVER-sex_homogeneous_changing,0.00698538656660559,0.0282321798324353,0.0185459412615878,4.04160593880407,2.65496276902538,0.25083817614078,LIVER-sex_homogeneous_changing,MAGNETIC_CH2.DB.ratio,-0.600606365666082
Cluster_BLOOD-sex_homogeneous_changing,0.0430085827269496,0.105296443352011,0.0480715451505334,2.4482658268586,1.11771981550118,0.171744962732132,BLOOD-sex_homogeneous_changing,MAGNETIC_HDL.C,-0.765115991908706
Cluster_HIPPOC-sex_homogeneous_changing,0.00189510127141383,0.0728178854501305,0.0814582820367209,38.4242713297349,42.9836037078638,0.37845863199193,HIPPOC-sex_homogeneous_changing,MAGNETIC_HDL.C,-0.421981584801931
Cluster_CORTEX-sex_homogeneous_changing,0.00148528163734603,0.00232341932923643,0.0064322929219026,1.56429546479012,4.33068904924734,0.896160790548404,CORTEX-sex_homogeneous_changing,MAGNETIC_HDL.C,-0.0476140615622093
Cluster_SKM-GN-sex_homogeneous_changing,0.0239552409187542,-0.00143786939357243,0.0316083200271964,-0.0600231656383278,1.31947410315755,0.412385988304549,SKM-GN-sex_homogeneous_changing,MAGNETIC_HDL.C,-0.384696099221194
Cluster_SKM-VL-sex_homogeneous_changing,0.0377894634248139,0.0579443763685953,0.073173737215069,1.53334742325415,1.93635290325452,0.774869454364507,SKM-VL-sex_homogeneous_changing,MAGNETIC_HDL.C,-0.110771458815898
Cluster_HEART-sex_homogeneous_changing,0.0355732836517194,0.160751975400708,0.0741499596541925,4.51889617429056,2.0844283136794,0.0858951506104097,HEART-sex_homogeneous_changing,MAGNETIC_HDL.C,-1.06603135447597
Cluster_KIDNEY-sex_homogeneous_changing,0.00995594984129764,0.140767335591782,0.0775998830606157,14.1390161497072,7.7943224200195,0.0889932385656373,KIDNEY-sex_homogeneous_changing,MAGNETIC_HDL.C,-1.05064298846949
Cluster_ADRNL-sex_homogeneous_changing,0.035065496491538,0.146175631531106,0.0598481143010053,4.16864571036037,1.70675222908787,0.0412053937955109,ADRNL-sex_homogeneous_changing,MAGNETIC_HDL.C,-1.38504593099833
Cluster_COLON-sex_homogeneous_changing,0.0318228384782221,0.0952724936880884,0.0408613008687378,2.9938402180336,1.28402439325773,0.117088451157413,COLON-sex_homogeneous_changing,MAGNETIC_HDL.C,-0.931485938795721
Cluster_SPLEEN-sex_homogeneous_changing,0.0288891807784359,0.125969841644769,0.0449691332809445,4.36045046105282,1.55660811657599,0.0196619873642735,SPLEEN-sex_homogeneous_changing,MAGNETIC_HDL.C,-1.70637258733214
Cluster_BAT-sex_homogeneous_changing,0.0412790532847723,0.0703471228303114,0.0430490162622285,1.70418450115624,1.0428779934764,0.497484723153753,BAT-sex_homogeneous_changing,MAGNETIC_HDL.C,-0.303220251102968
Cluster_WAT-SC-sex_homogeneous_changing,0.0103993199980071,0.033973156805359,0.020371127011801,3.26686329604912,1.95889029433702,0.250074822332826,WAT-SC-sex_homogeneous_changing,MAGNETIC_HDL.C,-0.601930031069774
Cluster_LUNG-sex_homogeneous_changing,0.0200962598045112,0.0845760493936486,0.0456881542585004,4.20854677518964,2.2734655454765,0.135264627214405,LUNG-sex_homogeneous_changing,MAGNETIC_HDL.C,-0.868815760047525
Cluster_SMLINT-sex_homogeneous_changing,0.00483681109663406,0.0198088770103031,0.0154651132654179,4.09544152429028,3.19737797413259,0.328794612854524,SMLINT-sex_homogeneous_changing,MAGNETIC_HDL.C,-0.483075306785029
Cluster_LIVER-sex_homogeneous_changing,0.00698538656660559,0.0256296978297358,0.0195291431744005,3.66904502497563,2.79571402215043,0.321420634127974,LIVER-sex_homogeneous_changing,MAGNETIC_HDL.C,-0.492926246426845
Cluster_BLOOD-sex_homogeneous_changing,0.0430085827269496,0.148515998503269,0.0722589695840659,3.45317118320682,1.68010580685301,0.123332572035508,BLOOD-sex_homogeneous_changing,MAGNETIC_IDL.TG,-0.908922211424006
Cluster_HIPPOC-sex_homogeneous_changing,0.00189510127141383,0.0583824583102698,0.0387677107928128,30.8070387535089,20.4568016377776,0.147097456127832,HIPPOC-sex_homogeneous_changing,MAGNETIC_IDL.TG,-0.832394837804069
Cluster_CORTEX-sex_homogeneous_changing,0.00148528163734603,0.0398807273136934,0.0355049213468361,26.8506162810672,23.9045043405223,0.271194569206245,CORTEX-sex_homogeneous_changing,MAGNETIC_IDL.TG,-0.566719011661079
Cluster_SKM-GN-sex_homogeneous_changing,0.0239552409187542,0.0838365575825698,0.0462961610517982,3.49971673701413,1.93261095594132,0.174138624080253,SKM-GN-sex_homogeneous_changing,MAGNETIC_IDL.TG,-0.759104891349546
Cluster_SKM-VL-sex_homogeneous_changing,0.0377894634248139,0.100588425351049,0.0538364247978599,2.66181142135507,1.42464115440467,0.227124445518253,SKM-VL-sex_homogeneous_changing,MAGNETIC_IDL.TG,-0.643736119931161
Cluster_HEART-sex_homogeneous_changing,0.0355732836517194,0.149715406706457,0.0730562207825373,4.20864737065736,2.05368223799059,0.0917084753339998,HEART-sex_homogeneous_changing,MAGNETIC_IDL.TG,-1.03759052669965
Cluster_KIDNEY-sex_homogeneous_changing,0.00995594984129764,0.0822575806598747,0.0556979181056228,8.26215298099105,5.59443538722803,0.184412534474333,KIDNEY-sex_homogeneous_changing,MAGNETIC_IDL.TG,-0.734209563390685
Cluster_ADRNL-sex_homogeneous_changing,0.035065496491538,0.0347131690831384,0.0382076262461789,0.989952305153169,1.08960745088549,0.992581329752474,ADRNL-sex_homogeneous_changing,MAGNETIC_IDL.TG,-0.0032338980503763
Cluster_COLON-sex_homogeneous_changing,0.0318228384782221,0.172737768272368,0.0659340678167663,5.42810687332559,2.07191033137689,0.0268474448855588,COLON-sex_homogeneous_changing,MAGNETIC_IDL.TG,-1.57109704050094
Cluster_SPLEEN-sex_homogeneous_changing,0.0288891807784359,0.0891018507327163,0.0550471603665794,3.08426367005968,1.90545937556211,0.268923388874927,SPLEEN-sex_homogeneous_changing,MAGNETIC_IDL.TG,-0.570371424561419
Cluster_BAT-sex_homogeneous_changing,0.0412790532847723,0.184283177049799,0.0665865191961443,4.46432663507282,1.61308251758545,0.00548157728769957,BAT-sex_homogeneous_changing,MAGNETIC_IDL.TG,-2.26109445816131
Cluster_WAT-SC-sex_homogeneous_changing,0.0103993199980071,0.0273823319907327,0.0249735211816284,2.63308870156704,2.40145713242926,0.481423371997555,WAT-SC-sex_homogeneous_changing,MAGNETIC_IDL.TG,-0.317472829550857
Cluster_LUNG-sex_homogeneous_changing,0.0200962598045112,0.163257531173114,0.0707930438066494,8.12377689984212,3.52269748178504,0.0437377503400119,LUNG-sex_homogeneous_changing,MAGNETIC_IDL.TG,-1.35914355874797
Cluster_SMLINT-sex_homogeneous_changing,0.00483681109663406,-0.00676958070471012,0.0106328703898956,-1.39959584310024,2.19832244374708,0.262179428174527,SMLINT-sex_homogeneous_changing,MAGNETIC_IDL.TG,-0.581401388087533
Cluster_LIVER-sex_homogeneous_changing,0.00698538656660559,0.0467615978038479,0.0285067877087626,6.69420329969953,4.08091770397395,0.118990993480814,LIVER-sex_homogeneous_changing,MAGNETIC_IDL.TG,-0.924485909444541
Cluster_BLOOD-sex_homogeneous_changing,0.0430085827269496,0.140155660324313,0.0638339516824851,3.25878351337743,1.48421425759948,0.0912040913315028,BLOOD-sex_homogeneous_changing,MAGNETIC_LDL.C,-1.03998567918429
Cluster_HIPPOC-sex_homogeneous_changing,0.00189510127141383,0.0627648577439034,0.047423348370185,33.1195270092758,25.0241763253132,0.196116895979437,HIPPOC-sex_homogeneous_changing,MAGNETIC_LDL.C,-0.707484989123953
Cluster_CORTEX-sex_homogeneous_changing,0.00148528163734603,0.0447740862799601,0.0447477558811592,30.1451826738831,30.1274551277135,0.323815672072393,CORTEX-sex_homogeneous_changing,MAGNETIC_LDL.C,-0.489702136033999
Cluster_SKM-GN-sex_homogeneous_changing,0.0239552409187542,0.0788949738697238,0.0496154486188896,3.29343270382048,2.0711730175106,0.249398690525983,SKM-GN-sex_homogeneous_changing,MAGNETIC_LDL.C,-0.603105831125451
Cluster_SKM-VL-sex_homogeneous_changing,0.0377894634248139,0.105834843484317,0.0579213401955019,2.80064425087398,1.53273783076445,0.221399895084963,SKM-VL-sex_homogeneous_changing,MAGNETIC_LDL.C,-0.6548225892569
Cluster_HEART-sex_homogeneous_changing,0.0355732836517194,0.147296767219706,0.0708390715207673,4.14065703525758,1.99135599103861,0.0842269231993106,HEART-sex_homogeneous_changing,MAGNETIC_LDL.C,-1.07454906375067
Cluster_KIDNEY-sex_homogeneous_changing,0.00995594984129764,0.0710324078256236,0.0473240767992222,7.13466911323504,4.75334624557069,0.177634027483017,KIDNEY-sex_homogeneous_changing,MAGNETIC_LDL.C,-0.750473837360408
Cluster_ADRNL-sex_homogeneous_changing,0.035065496491538,0.0208882274344436,0.0358739007067875,0.59569176325464,1.02305412146224,0.690224240176364,ADRNL-sex_homogeneous_changing,MAGNETIC_LDL.C,-0.161009792668444
Cluster_COLON-sex_homogeneous_changing,0.0318228384782221,0.163455519572143,0.0632255890793802,5.13642174578499,1.98679917011955,0.0300504048356141,COLON-sex_homogeneous_changing,MAGNETIC_LDL.C,-1.52214967285628
Cluster_SPLEEN-sex_homogeneous_changing,0.0288891807784359,0.0727382495694691,0.050503612209599,2.5178370452015,1.74818429767649,0.381785506516532,SPLEEN-sex_homogeneous_changing,MAGNETIC_LDL.C,-0.418180562478152
Cluster_BAT-sex_homogeneous_changing,0.0412790532847723,0.143033466296189,0.0609640619875073,3.46503746850593,1.47687645758089,0.0438911524368738,BAT-sex_homogeneous_changing,MAGNETIC_LDL.C,-1.35762301586489
Cluster_WAT-SC-sex_homogeneous_changing,0.0103993199980071,0.02315175162458,0.0212990190541816,2.2262755284977,2.04811651706682,0.536373837337436,WAT-SC-sex_homogeneous_changing,MAGNETIC_LDL.C,-0.270532413850058
Cluster_LUNG-sex_homogeneous_changing,0.0200962598045112,0.139766141438197,0.0594471188818938,6.95483352612822,2.95811854843503,0.0423905734039528,LUNG-sex_homogeneous_changing,MAGNETIC_LDL.C,-1.37273070882719
Cluster_SMLINT-sex_homogeneous_changing,0.00483681109663406,-0.0112955756202392,0.0105689702012556,-2.33533528487392,2.1851112210296,0.103609240441055,SMLINT-sex_homogeneous_changing,MAGNETIC_LDL.C,-0.984601510096565
Cluster_LIVER-sex_homogeneous_changing,0.00698538656660559,0.0332480781031679,0.0233431683218476,4.75966187213089,3.34171460652474,0.225040324086318,LIVER-sex_homogeneous_changing,MAGNETIC_LDL.C,-0.647739655403831
Cluster_BLOOD-sex_homogeneous_changing,0.0430085827269496,0.0452035881662208,0.00814981933751882,1.0510364513336,0.18949285981498,0.78747786272176,BLOOD-sex_homogeneous_changing,PGC_ADHD_EUR_2017,-0.103761646088097
Cluster_HIPPOC-sex_homogeneous_changing,0.00189510127141383,0.00142826082501484,0.00155617679210432,0.753659367211177,0.821157589611739,0.764313938597992,HIPPOC-sex_homogeneous_changing,PGC_ADHD_EUR_2017,-0.116728220225316
Cluster_CORTEX-sex_homogeneous_changing,0.00148528163734603,0.00112700372175612,0.00104117808925664,0.758781158683083,0.700997078989726,0.73110839392013,CORTEX-sex_homogeneous_changing,PGC_ADHD_EUR_2017,-0.136018229893634
Cluster_SKM-GN-sex_homogeneous_changing,0.0239552409187542,0.0189288003843189,0.00544900837263618,0.790173659639539,0.227466231340225,0.358480590667615,SKM-GN-sex_homogeneous_changing,PGC_ADHD_EUR_2017,-0.445534353508441
Cluster_SKM-VL-sex_homogeneous_changing,0.0377894634248139,0.0363859509866731,0.00732325437060136,0.962859688628996,0.193790906430089,0.84805966143029,SKM-VL-sex_homogeneous_changing,PGC_ADHD_EUR_2017,-0.0715735938299339
Cluster_HEART-sex_homogeneous_changing,0.0355732836517194,0.039039099596752,0.00622132499518509,1.09742749584111,0.174887566076133,0.576398394163004,HEART-sex_homogeneous_changing,PGC_ADHD_EUR_2017,-0.239277237794061
Cluster_KIDNEY-sex_homogeneous_changing,0.00995594984129764,0.0176981329447103,0.00350652472081447,1.77764384381466,0.352203936009127,0.0253316779266745,KIDNEY-sex_homogeneous_changing,PGC_ADHD_EUR_2017,-1.59633604233891
Cluster_ADRNL-sex_homogeneous_changing,0.035065496491538,0.0271039756628095,0.00629124463385846,0.772952856074638,0.179414103986141,0.206336063151149,ADRNL-sex_homogeneous_changing,PGC_ADHD_EUR_2017,-0.68542485996301
Cluster_COLON-sex_homogeneous_changing,0.0318228384782221,0.0362886138593434,0.00663578975849794,1.14033240259751,0.208522874634176,0.500058983162856,COLON-sex_homogeneous_changing,PGC_ADHD_EUR_2017,-0.300978766561269
Cluster_SPLEEN-sex_homogeneous_changing,0.0288891807784359,0.0332443935283087,0.00646844550194422,1.15075584120142,0.223905466601966,0.500300538762805,SPLEEN-sex_homogeneous_changing,PGC_ADHD_EUR_2017,-0.300769029434026
Cluster_BAT-sex_homogeneous_changing,0.0412790532847723,0.0358418573260431,0.0067989853811325,0.868281960799354,0.164707880634477,0.424128870581374,BAT-sex_homogeneous_changing,PGC_ADHD_EUR_2017,-0.372502163976447
Cluster_WAT-SC-sex_homogeneous_changing,0.0103993199980071,0.00590246193695082,0.00379195600114778,0.567581528223187,0.36463499554533,0.233352148877749,WAT-SC-sex_homogeneous_changing,PGC_ADHD_EUR_2017,-0.631988195458271
Cluster_LUNG-sex_homogeneous_changing,0.0200962598045112,0.0180911101276343,0.00430886364967944,0.900222743118261,0.214411223361682,0.64148425932029,LUNG-sex_homogeneous_changing,PGC_ADHD_EUR_2017,-0.192813995834977
Cluster_SMLINT-sex_homogeneous_changing,0.00483681109663406,-0.000310455819710434,0.00196070362436212,-0.0641860543047631,0.405371139205039,0.00905275301101306,SMLINT-sex_homogeneous_changing,PGC_ADHD_EUR_2017,-2.04321932845502
Cluster_LIVER-sex_homogeneous_changing,0.00698538656660559,0.00697084902155863,0.00279337878196495,0.997918863199861,0.399888933179303,0.995856666931452,LIVER-sex_homogeneous_changing,PGC_ADHD_EUR_2017,-0.00180316482955807
Cluster_BLOOD-sex_homogeneous_changing,0.0430085827269496,0.047006904544915,0.0124567814591231,1.09296567253447,0.289634781462295,0.747854189545663,BLOOD-sex_homogeneous_changing,PGC_ASD_2017_CEU,-0.126183069045409
Cluster_HIPPOC-sex_homogeneous_changing,0.00189510127141383,0.00214099283177907,0.00365980628072242,1.12975114526824,1.93119298473798,0.946501952291599,HIPPOC-sex_homogeneous_changing,PGC_ASD_2017_CEU,-0.0238784859066356
Cluster_CORTEX-sex_homogeneous_changing,0.00148528163734603,0.00285123802045574,0.00193004042175162,1.91966153001829,1.29944407392009,0.475378081207194,CORTEX-sex_homogeneous_changing,PGC_ASD_2017_CEU,-0.32296084665121
Cluster_SKM-GN-sex_homogeneous_changing,0.0239552409187542,0.0277951718390405,0.0095075706129222,1.16029606770851,0.39688895825209,0.685264547085801,SKM-GN-sex_homogeneous_changing,PGC_ASD_2017_CEU,-0.164141736303556
Cluster_SKM-VL-sex_homogeneous_changing,0.0377894634248139,0.0527738127056745,0.0132594773454166,1.39652188527825,0.350877629469328,0.250980720602319,SKM-VL-sex_homogeneous_changing,PGC_ASD_2017_CEU,-0.600359638111025
Cluster_HEART-sex_homogeneous_changing,0.0355732836517194,0.0468747084719663,0.0143770012284335,1.31769416989709,0.404151648444705,0.434123928904282,HEART-sex_homogeneous_changing,PGC_ASD_2017_CEU,-0.362386275196376
Cluster_KIDNEY-sex_homogeneous_changing,0.00995594984129764,0.00294422425618651,0.00627191406518886,0.295725099374624,0.629966418590492,0.252632636520644,KIDNEY-sex_homogeneous_changing,PGC_ASD_2017_CEU,-0.597510545525523
Cluster_ADRNL-sex_homogeneous_changing,0.035065496491538,0.0205756792734494,0.0114896131720564,0.586778495448216,0.327661499811619,0.208567131554981,ADRNL-sex_homogeneous_changing,PGC_ASD_2017_CEU,-0.680754131714949
Cluster_COLON-sex_homogeneous_changing,0.0318228384782221,0.0313147595992945,0.0107296002137454,0.984034143300091,0.33716666164422,0.962227158360769,COLON-sex_homogeneous_changing,PGC_ASD_2017_CEU,-0.016722389524737
Cluster_SPLEEN-sex_homogeneous_changing,0.0288891807784359,0.0298577064326017,0.0113481356488723,1.03352554929106,0.39281611119077,0.93206373133024,SPLEEN-sex_homogeneous_changing,PGC_ASD_2017_CEU,-0.0305543910593697
Cluster_BAT-sex_homogeneous_changing,0.0412790532847723,0.0412176564005773,0.0123929919515596,0.998512638267855,0.300224713635361,0.9960508687252,BAT-sex_homogeneous_changing,PGC_ASD_2017_CEU,-0.00171848141312613
Cluster_WAT-SC-sex_homogeneous_changing,0.0103993199980071,0.0109537680356094,0.00705135607779727,1.05331579735104,0.678059342259742,0.937383794577764,WAT-SC-sex_homogeneous_changing,PGC_ASD_2017_CEU,-0.0280825588020357
Cluster_LUNG-sex_homogeneous_changing,0.0200962598045112,0.015651467192244,0.00838679191652517,0.7788248830626,0.417330985870441,0.596356474032069,LUNG-sex_homogeneous_changing,PGC_ASD_2017_CEU,-0.224494061693742
Cluster_SMLINT-sex_homogeneous_changing,0.00483681109663406,-0.00190744637001777,0.00315282085771733,-0.394360319621571,0.651838741420225,0.0336664281192007,SMLINT-sex_homogeneous_changing,PGC_ASD_2017_CEU,-1.47280295817113
Cluster_LIVER-sex_homogeneous_changing,0.00698538656660559,0.0137199316090703,0.00496506026014917,1.96409053074599,0.710778167078855,0.185176288247949,LIVER-sex_homogeneous_changing,PGC_ASD_2017_CEU,-0.732414625334235
Cluster_BLOOD-sex_homogeneous_changing,0.0430085827269496,0.0591956964492089,0.00675527749512734,1.37636938247947,0.157068126099734,0.0170811031274284,BLOOD-sex_homogeneous_changing,pgc.scz2,-1.76748408524627
Cluster_HIPPOC-sex_homogeneous_changing,0.00189510127141383,0.00117607027098041,0.00138403608267308,0.62058439235968,0.730323019434483,0.603301683575296,HIPPOC-sex_homogeneous_changing,pgc.scz2,-0.219465462738559
Cluster_CORTEX-sex_homogeneous_changing,0.00148528163734603,0.00429269707940319,0.0019482682966443,2.89015697189497,1.31171640964037,0.1501134152639,CORTEX-sex_homogeneous_changing,pgc.scz2,-0.823580494200822
Cluster_SKM-GN-sex_homogeneous_changing,0.0239552409187542,0.0360248311962179,0.00493818915559597,1.50383923578137,0.206142329035394,0.0154980765142716,SKM-GN-sex_homogeneous_changing,pgc.scz2,-1.80972219931838
Cluster_SKM-VL-sex_homogeneous_changing,0.0377894634248139,0.0546657971455662,0.00622946741401124,1.44658833948065,0.164846675486817,0.00734218182998906,SKM-VL-sex_homogeneous_changing,pgc.scz2,-2.13417486434537
Cluster_HEART-sex_homogeneous_changing,0.0355732836517194,0.0548798126988332,0.00657133228301177,1.54272552503543,0.184726615269719,0.00335182747384811,HEART-sex_homogeneous_changing,pgc.scz2,-2.47471834358712
Cluster_KIDNEY-sex_homogeneous_changing,0.00995594984129764,0.0201727680828001,0.00635627721118275,2.02620226139777,0.638440059713508,0.111469903155223,KIDNEY-sex_homogeneous_changing,pgc.scz2,-0.952842376185503
Cluster_ADRNL-sex_homogeneous_changing,0.035065496491538,0.0515133184991657,0.00752158473817238,1.46906000636828,0.214501019256565,0.0312140583322413,ADRNL-sex_homogeneous_changing,pgc.scz2,-1.50564976235948
Cluster_COLON-sex_homogeneous_changing,0.0318228384782221,0.0413566544772821,0.00498883625140523,1.29959037141154,0.156769052981221,0.0566650015597911,COLON-sex_homogeneous_changing,pgc.scz2,-1.24668509494173
Cluster_SPLEEN-sex_homogeneous_changing,0.0288891807784359,0.0452944335764294,0.00627759662514267,1.5678683976473,0.217299226076654,0.00913046806832598,SPLEEN-sex_homogeneous_changing,pgc.scz2,-2.03950695803191
Cluster_BAT-sex_homogeneous_changing,0.0412790532847723,0.0435823726414654,0.00527866286264577,1.05579874472419,0.127877517592998,0.662974505749473,BAT-sex_homogeneous_changing,pgc.scz2,-0.178503171784073
Cluster_WAT-SC-sex_homogeneous_changing,0.0103993199980071,0.00859844451354408,0.00190995172216202,0.826827572878983,0.183661212706988,0.347337682697141,WAT-SC-sex_homogeneous_changing,pgc.scz2,-0.459248097484924
Cluster_LUNG-sex_homogeneous_changing,0.0200962598045112,0.0237364329084631,0.00554925514093896,1.18113684533153,0.276133728112595,0.511446919415137,LUNG-sex_homogeneous_changing,pgc.scz2,-0.291199432922143
Cluster_SMLINT-sex_homogeneous_changing,0.00483681109663406,0.00617679445475295,0.00235223785678581,1.27703859657686,0.486319976073229,0.568960091398642,SMLINT-sex_homogeneous_changing,pgc.scz2,-0.244918195280147
Cluster_LIVER-sex_homogeneous_changing,0.00698538656660559,0.00677259642586915,0.00264730750631456,0.969537814592294,0.378977953628265,0.936037021849743,LIVER-sex_homogeneous_changing,pgc.scz2,-0.0287069738397951
Cluster_BLOOD-sex_homogeneous_changing,0.0430085827269496,0.0739451942334339,0.0127694072598143,1.71931250799155,0.296903698056827,0.0138705522480672,BLOOD-sex_homogeneous_changing,RA_OKADA_TRANS_ETHNIC,-1.85790624739725
Cluster_HIPPOC-sex_homogeneous_changing,0.00189510127141383,0.00329609723931616,0.00237012449636162,1.73927234867882,1.25065849098049,0.554327267411585,HIPPOC-sex_homogeneous_changing,RA_OKADA_TRANS_ETHNIC,-0.256233757894774
Cluster_CORTEX-sex_homogeneous_changing,0.00148528163734603,0.00449801063958085,0.00380023274498647,3.02838904520365,2.55859403996734,0.429792774188686,CORTEX-sex_homogeneous_changing,RA_OKADA_TRANS_ETHNIC,-0.366740890278639
Cluster_SKM-GN-sex_homogeneous_changing,0.0239552409187542,0.055278459079337,0.0115040835425285,2.30757266298501,0.480232429368813,0.00736302083564492,SKM-GN-sex_homogeneous_changing,RA_OKADA_TRANS_ETHNIC,-2.13294397056869
Cluster_SKM-VL-sex_homogeneous_changing,0.0377894634248139,0.0754438368205201,0.0127170530357784,1.9964251932453,0.336523778938548,0.00385474192521322,SKM-VL-sex_homogeneous_changing,RA_OKADA_TRANS_ETHNIC,-2.41400469263446
Cluster_HEART-sex_homogeneous_changing,0.0355732836517194,0.0518364136339834,0.00982898071113429,1.45717258326469,0.276302317417898,0.0955262494118492,HEART-sex_homogeneous_changing,RA_OKADA_TRANS_ETHNIC,-1.01987727335562
Cluster_KIDNEY-sex_homogeneous_changing,0.00995594984129764,0.0192434210447724,0.00581355633131094,1.93285636745075,0.583927844553424,0.105912776744482,KIDNEY-sex_homogeneous_changing,RA_OKADA_TRANS_ETHNIC,-0.975051645795076
Cluster_ADRNL-sex_homogeneous_changing,0.035065496491538,0.0556406424110193,0.0164690662124495,1.58676328522673,0.469665849916707,0.218631000146175,ADRNL-sex_homogeneous_changing,RA_OKADA_TRANS_ETHNIC,-0.660288258498439
Cluster_COLON-sex_homogeneous_changing,0.0318228384782221,0.0587192564521957,0.0123802242825155,1.84519229773862,0.389035826926247,0.0281439761133804,COLON-sex_homogeneous_changing,RA_OKADA_TRANS_ETHNIC,-1.55061454648495
Cluster_SPLEEN-sex_homogeneous_changing,0.0288891807784359,0.127671874156591,0.0182457667475945,4.41936637579875,0.631577852190738,1.32022410625675e-07,SPLEEN-sex_homogeneous_changing,RA_OKADA_TRANS_ETHNIC,-6.87935234163541
Cluster_BAT-sex_homogeneous_changing,0.0412790532847723,0.10043742518646,0.0134660377433092,2.43313296197884,0.326219636153254,2.59418057640973e-05,BAT-sex_homogeneous_changing,RA_OKADA_TRANS_ETHNIC,-4.58599979671424
Cluster_WAT-SC-sex_homogeneous_changing,0.0103993199980071,0.0176450731443214,0.00608148325478149,1.69675259033311,0.584796242056877,0.234506476586926,WAT-SC-sex_homogeneous_changing,RA_OKADA_TRANS_ETHNIC,-0.629845158462237
