"feature_ID" "human_ensembl_gene"
"65393" "ENSRNOG00000022196" "ENSG00000204217"
"65401" "ENSRNOG00000022202" "ENSG00000153339"
"65417" "ENSRNOG00000022218" "ENSG00000137965"
"65425" "ENSRNOG00000022229" "ENSG00000198301"
"65433" "ENSRNOG00000022234" "ENSG00000143314"
"65441" "ENSRNOG00000022242" "ENSG00000138755"
"65449" "ENSRNOG00000022245" "ENSG00000170903"
"65457" "ENSRNOG00000022247" "ENSG00000184162"
"65465" "ENSRNOG00000022249" "ENSG00000078403"
"65473" "ENSRNOG00000022252" "ENSG00000182359"
"65481" "ENSRNOG00000022256" "ENSG00000169245"
"65489" "ENSRNOG00000022260" "ENSG00000079387"
"65497" "ENSRNOG00000022261" "ENSG00000151725"
"65505" "ENSRNOG00000022273" "ENSG00000135002"
"65513" "ENSRNOG00000022274" "ENSG00000136856"
"65521" "ENSRNOG00000022288" "ENSG00000158006"
"65529" "ENSRNOG00000022289" "ENSG00000110711"
"65537" "ENSRNOG00000022303" "ENSG00000258429"
"65545" "ENSRNOG00000022305" "ENSG00000103222"
"65553" "ENSRNOG00000022307" "ENSG00000131584"
"65561" "ENSRNOG00000022312" "ENSG00000148356"
"65569" "ENSRNOG00000022320" "ENSG00000164306"
"65577" "ENSRNOG00000022323" "ENSG00000187735"
"65593" "ENSRNOG00000022325" "ENSG00000136824"
"65601" "ENSRNOG00000022326" "ENSG00000135637"
"65609" "ENSRNOG00000022343" "ENSG00000116127"
"65617" "ENSRNOG00000022347" "ENSG00000150756"
"65625" "ENSRNOG00000022354" "ENSG00000169972"
"65633" "ENSRNOG00000022368" "ENSG00000105671"
"65641" "ENSRNOG00000022372" "ENSG00000004487"
"65649" "ENSRNOG00000022373" "ENSG00000198837"
"65657" "ENSRNOG00000022392" "ENSG00000152137"
"65665" "ENSRNOG00000022393" "ENSG00000131944"
"65673" "ENSRNOG00000022395" "ENSG00000078687"
"65681" "ENSRNOG00000022402" "ENSG00000169641"
"65689" "ENSRNOG00000022414" "ENSG00000115568"
"65697" "ENSRNOG00000022417" "ENSG00000012211"
"65705" "ENSRNOG00000022421" "ENSG00000105662"
"65713" "ENSRNOG00000022438" "ENSG00000081692"
"65721" "ENSRNOG00000022448" "ENSG00000115317"
"65729" "ENSRNOG00000022455" "ENSG00000224051"
"65737" "ENSRNOG00000022466" "ENSG00000163528"
"65753" "ENSRNOG00000022472" "ENSG00000143740"
"65761" "ENSRNOG00000022482" "ENSG00000168538"
"65769" "ENSRNOG00000022485" "ENSG00000213341"
"65777" "ENSRNOG00000022491" "ENSG00000092470"
"65785" "ENSRNOG00000022499" "ENSG00000129810"
"65793" "ENSRNOG00000022500" "ENSG00000182552"
"65801" "ENSRNOG00000022502" "ENSG00000126653"
"65809" "ENSRNOG00000022507" "ENSG00000151239"
"65817" "ENSRNOG00000022514" "ENSG00000160404"
"65825" "ENSRNOG00000022523" "ENSG00000096060"
"65833" "ENSRNOG00000022524" "ENSG00000103047"
"65841" "ENSRNOG00000022533" "ENSG00000164877"
"65849" "ENSRNOG00000022537" "ENSG00000129173"
"65857" "ENSRNOG00000022540" "ENSG00000213689"
"65865" "ENSRNOG00000022565" "ENSG00000175489"
"65873" "ENSRNOG00000022570" "ENSG00000129317"
"65881" "ENSRNOG00000022572" "ENSG00000162735"
"65897" "ENSRNOG00000022576" "ENSG00000112874"
"65905" "ENSRNOG00000022582" "ENSG00000262919"
"65913" "ENSRNOG00000022586" "ENSG00000136807"
"65921" "ENSRNOG00000022593" "ENSG00000090857"
"65929" "ENSRNOG00000022597" "ENSG00000151849"
"65937" "ENSRNOG00000022598" "ENSG00000124496"
"65945" "ENSRNOG00000022599" "ENSG00000164880"
"65953" "ENSRNOG00000022609" "ENSG00000048544"
"65961" "ENSRNOG00000022615" "ENSG00000167543"
"65969" "ENSRNOG00000022622" "ENSG00000139974"
"65977" "ENSRNOG00000022623" "ENSG00000100304"
"65985" "ENSRNOG00000022636" "ENSG00000073331"
"65993" "ENSRNOG00000022640" "ENSG00000105366"
"66001" "ENSRNOG00000022640" "ENSG00000129450"
"66009" "ENSRNOG00000022640" "ENSG00000168995"
"66017" "ENSRNOG00000022640" "ENSG00000254521"
"66025" "ENSRNOG00000022657" "ENSG00000109084"
"66033" "ENSRNOG00000022664" "ENSG00000136504"
"66041" "ENSRNOG00000022669" "ENSG00000204936"
"66049" "ENSRNOG00000022681" "ENSG00000171159"
"66057" "ENSRNOG00000022686" "ENSG00000104219"
"66065" "ENSRNOG00000022694" "ENSG00000171680"
"66073" "ENSRNOG00000022702" "ENSG00000167196"
"66081" "ENSRNOG00000022711" "ENSG00000173930"
"66089" "ENSRNOG00000022720" "ENSG00000135913"
"66097" "ENSRNOG00000022724" "ENSG00000143786"
"66105" "ENSRNOG00000022725" "ENSG00000181873"
"66113" "ENSRNOG00000022727" "ENSG00000135956"
"66121" "ENSRNOG00000022732" "ENSG00000171204"
"66129" "ENSRNOG00000022736" "ENSG00000168564"
"66137" "ENSRNOG00000022741" "ENSG00000129351"
"66145" "ENSRNOG00000022745" "ENSG00000082213"
"66153" "ENSRNOG00000022748" "ENSG00000171202"
"66161" "ENSRNOG00000022753" "ENSG00000099308"
"66169" "ENSRNOG00000022760" "ENSG00000102445"
"66177" "ENSRNOG00000022764" "ENSG00000126860"
"66185" "ENSRNOG00000022769" "ENSG00000067066"
"66193" "ENSRNOG00000022771" "ENSG00000275832"
"66201" "ENSRNOG00000022778" "ENSG00000134283"
"66209" "ENSRNOG00000022781" "ENSG00000107771"
"66217" "ENSRNOG00000022796" "ENSG00000174721"
"66225" "ENSRNOG00000022802" "ENSG00000198792"
"66233" "ENSRNOG00000022804" "ENSG00000137166"
"66241" "ENSRNOG00000022807" "ENSG00000179715"
"66249" "ENSRNOG00000022812" "ENSG00000134897"
"66257" "ENSRNOG00000022812" "ENSG00000134899"
"66265" "ENSRNOG00000022837" "ENSG00000075303"
"66273" "ENSRNOG00000022839" "ENSG00000119917"
"66281" "ENSRNOG00000022845" "ENSG00000114107"
"66289" "ENSRNOG00000022847" "ENSG00000083097"
"66297" "ENSRNOG00000022852" "ENSG00000157734"
"66305" "ENSRNOG00000022857" "ENSG00000243667"
"66313" "ENSRNOG00000022859" "ENSG00000124731"
"66321" "ENSRNOG00000022860" "ENSG00000175854"
"66329" "ENSRNOG00000022868" "ENSG00000128886"
"66337" "ENSRNOG00000022870" "ENSG00000113658"
"66345" "ENSRNOG00000022877" "ENSG00000100227"
"66353" "ENSRNOG00000022884" "ENSG00000066294"
"66361" "ENSRNOG00000022894" "ENSG00000134897"
"66369" "ENSRNOG00000022894" "ENSG00000134899"
"66377" "ENSRNOG00000022896" "ENSG00000189306"
"66385" "ENSRNOG00000022911" "ENSG00000123485"
"66393" "ENSRNOG00000022922" "ENSG00000115840"
"66401" "ENSRNOG00000022929" "ENSG00000150712"
"66409" "ENSRNOG00000022932" "ENSG00000183569"
"66417" "ENSRNOG00000022938" "ENSG00000081014"
"66425" "ENSRNOG00000022939" "ENSG00000068394"
"66433" "ENSRNOG00000022943" "ENSG00000065357"
"66441" "ENSRNOG00000022946" "ENSG00000146477"
"66449" "ENSRNOG00000022967" "ENSG00000116704"
"66457" "ENSRNOG00000022975" "ENSG00000235568"
"66465" "ENSRNOG00000022980" "ENSG00000204370"
"66473" "ENSRNOG00000022983" "ENSG00000162931"
"66481" "ENSRNOG00000022999" "ENSG00000073711"
"66489" "ENSRNOG00000023013" "ENSG00000173926"
"66497" "ENSRNOG00000023020" "ENSG00000267673"
"66505" "ENSRNOG00000023021" "ENSG00000174579"
"66513" "ENSRNOG00000023023" "ENSG00000149743"
"66521" "ENSRNOG00000023026" "ENSG00000204923"
"66529" "ENSRNOG00000023030" "ENSG00000153283"
"66537" "ENSRNOG00000023035" "ENSG00000111850"
"66545" "ENSRNOG00000023053" "ENSG00000164151"
"66553" "ENSRNOG00000023065" "ENSG00000169740"
"66561" "ENSRNOG00000023068" "ENSG00000073754"
"66569" "ENSRNOG00000023079" "ENSG00000213281"
"66577" "ENSRNOG00000023085" "ENSG00000185664"
"66585" "ENSRNOG00000023093" "ENSG00000129534"
"66593" "ENSRNOG00000023095" "ENSG00000141279"
"66601" "ENSRNOG00000023107" "ENSG00000163872"
"66609" "ENSRNOG00000023109" "ENSG00000160223"
"66617" "ENSRNOG00000023109" "ENSG00000277117"
"66625" "ENSRNOG00000023122" "ENSG00000100336"
"66633" "ENSRNOG00000023122" "ENSG00000100342"
"66641" "ENSRNOG00000023122" "ENSG00000128284"
"66649" "ENSRNOG00000023122" "ENSG00000128335"
"66657" "ENSRNOG00000023129" "ENSG00000135953"
"66665" "ENSRNOG00000023130" "ENSG00000143353"
"66673" "ENSRNOG00000023140" "ENSG00000146453"
"66681" "ENSRNOG00000023143" "ENSG00000091592"
"66689" "ENSRNOG00000023150" "ENSG00000105220"
"66697" "ENSRNOG00000023152" "ENSG00000188807"
"66705" "ENSRNOG00000023162" "ENSG00000118298"
"66713" "ENSRNOG00000023176" "ENSG00000134313"
"66721" "ENSRNOG00000023177" "ENSG00000103067"
"66729" "ENSRNOG00000023187" "ENSG00000185753"
"66737" "ENSRNOG00000023197" "ENSG00000168916"
"66745" "ENSRNOG00000023202" "ENSG00000135655"
"66753" "ENSRNOG00000023209" "ENSG00000026751"
"66761" "ENSRNOG00000023210" "ENSG00000160218"
"66769" "ENSRNOG00000023216" "ENSG00000159588"
"66777" "ENSRNOG00000023220" "ENSG00000158435"
"66785" "ENSRNOG00000023226" "ENSG00000197747"
"66793" "ENSRNOG00000023230" "ENSG00000179476"
"66801" "ENSRNOG00000023238" "ENSG00000077044"
"66809" "ENSRNOG00000023258" "ENSG00000109320"
"66817" "ENSRNOG00000023262" "ENSG00000100162"
"66825" "ENSRNOG00000023271" "ENSG00000175193"
"66833" "ENSRNOG00000023274" "ENSG00000168904"
"66841" "ENSRNOG00000023278" "ENSG00000065665"
"66849" "ENSRNOG00000023280" "ENSG00000003393"
"66857" "ENSRNOG00000023303" "ENSG00000167261"
"66865" "ENSRNOG00000023304" "ENSG00000183814"
"66873" "ENSRNOG00000023309" "ENSG00000165138"
"66881" "ENSRNOG00000023317" "ENSG00000130309"
"66889" "ENSRNOG00000023322" "ENSG00000198856"
"66897" "ENSRNOG00000023334" "ENSG00000173193"
"66905" "ENSRNOG00000023338" "ENSG00000134198"
"66913" "ENSRNOG00000023346" "ENSG00000132881"
"66921" "ENSRNOG00000023348" "ENSG00000095383"
"66929" "ENSRNOG00000023352" "ENSG00000126882"
"66937" "ENSRNOG00000023356" "ENSG00000158417"
"66945" "ENSRNOG00000023360" "ENSG00000089280"
"66953" "ENSRNOG00000023363" "ENSG00000111653"
"66961" "ENSRNOG00000023366" "ENSG00000127952"
"66969" "ENSRNOG00000023373" "ENSG00000138802"
"66977" "ENSRNOG00000023376" "ENSG00000101782"
"66985" "ENSRNOG00000023381" "ENSG00000167525"
"66993" "ENSRNOG00000023383" "ENSG00000215301"
"67001" "ENSRNOG00000023386" "ENSG00000115806"
"67009" "ENSRNOG00000023387" "ENSG00000145494"
"67025" "ENSRNOG00000023393" "ENSG00000126883"
"67033" "ENSRNOG00000023400" "ENSG00000163840"
"67041" "ENSRNOG00000023403" "ENSG00000130299"
"67049" "ENSRNOG00000023407" "ENSG00000171421"
"67065" "ENSRNOG00000023410" "ENSG00000100336"
"67073" "ENSRNOG00000023410" "ENSG00000100342"
"67081" "ENSRNOG00000023410" "ENSG00000128284"
"67089" "ENSRNOG00000023410" "ENSG00000128335"
"67097" "ENSRNOG00000023411" "ENSG00000186806"
"67105" "ENSRNOG00000023412" "ENSG00000134490"
"67113" "ENSRNOG00000023428" "ENSG00000141506"
"67121" "ENSRNOG00000023433" "ENSG00000141448"
"67129" "ENSRNOG00000023453" "ENSG00000198589"
"67137" "ENSRNOG00000023455" "ENSG00000085998"
"67145" "ENSRNOG00000023456" "ENSG00000181852"
"67153" "ENSRNOG00000023463" "ENSG00000138496"
"67161" "ENSRNOG00000023465" "ENSG00000165507"
"67169" "ENSRNOG00000023467" "ENSG00000152102"
"67177" "ENSRNOG00000023473" "ENSG00000133874"
"67185" "ENSRNOG00000023480" "ENSG00000139579"
"67193" "ENSRNOG00000023484" "ENSG00000122484"
"67201" "ENSRNOG00000023485" "ENSG00000130307"
"67209" "ENSRNOG00000023493" "ENSG00000143578"
"67217" "ENSRNOG00000023494" "ENSG00000129696"
"67225" "ENSRNOG00000023508" "ENSG00000205639"
"67233" "ENSRNOG00000023509" "ENSG00000185950"
"67241" "ENSRNOG00000023520" "ENSG00000062485"
"67249" "ENSRNOG00000023521" "ENSG00000130758"
"67257" "ENSRNOG00000023533" "ENSG00000154511"
"67265" "ENSRNOG00000023536" "ENSG00000111452"
"67273" "ENSRNOG00000023538" "ENSG00000112294"
"67281" "ENSRNOG00000023541" "ENSG00000153207"
"67289" "ENSRNOG00000023546" "ENSG00000106211"
"67297" "ENSRNOG00000023577" "ENSG00000204120"
"67305" "ENSRNOG00000023579" "ENSG00000168769"
"67313" "ENSRNOG00000023587" "ENSG00000181192"
"67321" "ENSRNOG00000023589" "ENSG00000148358"
"67329" "ENSRNOG00000023591" "ENSG00000092020"
"67337" "ENSRNOG00000023593" "ENSG00000151461"
"67345" "ENSRNOG00000023605" "ENSG00000136937"
"67353" "ENSRNOG00000023614" "ENSG00000196684"
"67361" "ENSRNOG00000023622" "ENSG00000051382"
"67369" "ENSRNOG00000023628" "ENSG00000184988"
"67377" "ENSRNOG00000023639" "ENSG00000007376"
"67385" "ENSRNOG00000023640" "ENSG00000132698"
"67393" "ENSRNOG00000023643" "ENSG00000198598"
"67401" "ENSRNOG00000023650" "ENSG00000138663"
"67409" "ENSRNOG00000023657" "ENSG00000185477"
"67417" "ENSRNOG00000023661" "ENSG00000048740"
"67425" "ENSRNOG00000023668" "ENSG00000142186"
"67433" "ENSRNOG00000023686" "ENSG00000243566"
"67441" "ENSRNOG00000023700" "ENSG00000105072"
"67449" "ENSRNOG00000023708" "ENSG00000002933"
"67457" "ENSRNOG00000023746" "ENSG00000121775"
"67465" "ENSRNOG00000023753" "ENSG00000130396"
"67473" "ENSRNOG00000023760" "ENSG00000178385"
"67481" "ENSRNOG00000023764" "ENSG00000180901"
"67489" "ENSRNOG00000023768" "ENSG00000198863"
"67497" "ENSRNOG00000023778" "ENSG00000111846"
"67505" "ENSRNOG00000023781" "ENSG00000178209"
"67513" "ENSRNOG00000023799" "ENSG00000111845"
"67521" "ENSRNOG00000023807" "ENSG00000163249"
"67529" "ENSRNOG00000023812" "ENSG00000162437"
"67537" "ENSRNOG00000023816" "ENSG00000117362"
"67545" "ENSRNOG00000023830" "ENSG00000105612"
"67553" "ENSRNOG00000023837" "ENSG00000177034"
"67561" "ENSRNOG00000023841" "ENSG00000102181"
"67569" "ENSRNOG00000023850" "ENSG00000154144"
"67577" "ENSRNOG00000023856" "ENSG00000172482"
"67585" "ENSRNOG00000023874" "ENSG00000137842"
"67593" "ENSRNOG00000023881" "ENSG00000141293"
"67601" "ENSRNOG00000023896" "ENSG00000139318"
"67609" "ENSRNOG00000023910" "ENSG00000104774"
"67617" "ENSRNOG00000023919" "ENSG00000146729"
"67625" "ENSRNOG00000023923" "ENSG00000118246"
"67633" "ENSRNOG00000023931" "ENSG00000179168"
"67641" "ENSRNOG00000023937" "ENSG00000169026"
"67649" "ENSRNOG00000023946" "ENSG00000137038"
"67657" "ENSRNOG00000023951" "ENSG00000111490"
"67665" "ENSRNOG00000023968" "ENSG00000183161"
"67673" "ENSRNOG00000023969" "ENSG00000138642"
"67681" "ENSRNOG00000023985" "ENSG00000198690"
"67689" "ENSRNOG00000023989" "ENSG00000101442"
"67697" "ENSRNOG00000023991" "ENSG00000139832"
"67705" "ENSRNOG00000023995" "ENSG00000213337"
"67713" "ENSRNOG00000024000" "ENSG00000012124"
"67721" "ENSRNOG00000024008" "ENSG00000158402"
"67729" "ENSRNOG00000024012" "ENSG00000157911"
"67737" "ENSRNOG00000024019" "ENSG00000108091"
"67745" "ENSRNOG00000024022" "ENSG00000102471"
"67753" "ENSRNOG00000024025" "ENSG00000038358"
"67761" "ENSRNOG00000024027" "ENSG00000174106"
"67769" "ENSRNOG00000024030" "ENSG00000178623"
"67777" "ENSRNOG00000024036" "ENSG00000130244"
"67785" "ENSRNOG00000024039" "ENSG00000164300"
"67793" "ENSRNOG00000024040" "ENSG00000180611"
"67801" "ENSRNOG00000024043" "ENSG00000091651"
"67809" "ENSRNOG00000024061" "ENSG00000077092"
"67817" "ENSRNOG00000024065" "ENSG00000176472"
"67825" "ENSRNOG00000024066" "ENSG00000165775"
"67833" "ENSRNOG00000024071" "ENSG00000214827"
"67841" "ENSRNOG00000024077" "ENSG00000112029"
"67849" "ENSRNOG00000024085" "ENSG00000155755"
"67857" "ENSRNOG00000024089" "ENSG00000075420"
"67865" "ENSRNOG00000024101" "ENSG00000102893"
"67873" "ENSRNOG00000024104" "ENSG00000141644"
"67881" "ENSRNOG00000024112" "ENSG00000145214"
"67889" "ENSRNOG00000024125" "ENSG00000139737"
"67897" "ENSRNOG00000024128" "ENSG00000100412"
"67905" "ENSRNOG00000024135" "ENSG00000166432"
"67913" "ENSRNOG00000024136" "ENSG00000152380"
"67921" "ENSRNOG00000024139" "ENSG00000116691"
"67929" "ENSRNOG00000024140" "ENSG00000198818"
"67937" "ENSRNOG00000024142" "ENSG00000134884"
"67945" "ENSRNOG00000024144" "ENSG00000103502"
"67953" "ENSRNOG00000024145" "ENSG00000141569"
"67961" "ENSRNOG00000024159" "ENSG00000158869"
"67969" "ENSRNOG00000024170" "ENSG00000100410"
"67977" "ENSRNOG00000024178" "ENSG00000102901"
"67985" "ENSRNOG00000024186" "ENSG00000114942"
"67993" "ENSRNOG00000024194" "ENSG00000048649"
"68001" "ENSRNOG00000024207" "ENSG00000127418"
"68009" "ENSRNOG00000024210" "ENSG00000167984"
"68017" "ENSRNOG00000024212" "ENSG00000121274"
"68025" "ENSRNOG00000024213" "ENSG00000173905"
"68033" "ENSRNOG00000024230" "ENSG00000183578"
"68041" "ENSRNOG00000024237" "ENSG00000136155"
"68049" "ENSRNOG00000024239" "ENSG00000176973"
"68057" "ENSRNOG00000024241" "ENSG00000094880"
"68065" "ENSRNOG00000024250" "ENSG00000047644"
"68073" "ENSRNOG00000024266" "ENSG00000249115"
"68081" "ENSRNOG00000024272" "ENSG00000114933"
"68089" "ENSRNOG00000024278" "ENSG00000126254"
"68097" "ENSRNOG00000024309" "ENSG00000126267"
"68105" "ENSRNOG00000024312" "ENSG00000158156"
"68113" "ENSRNOG00000024335" "ENSG00000138399"
"68121" "ENSRNOG00000024336" "ENSG00000112701"
"68129" "ENSRNOG00000024352" "ENSG00000198874"
"68137" "ENSRNOG00000024352" "ENSG00000277149"
"68145" "ENSRNOG00000024363" "ENSG00000197019"
"68153" "ENSRNOG00000024364" "ENSG00000124074"
"68161" "ENSRNOG00000024365" "ENSG00000114346"
"68169" "ENSRNOG00000024372" "ENSG00000152404"
"68177" "ENSRNOG00000024382" "ENSG00000162747"
"68185" "ENSRNOG00000024382" "ENSG00000203747"
"68193" "ENSRNOG00000024390" "ENSG00000099985"
"68201" "ENSRNOG00000024402" "ENSG00000188352"
"68209" "ENSRNOG00000024410" "ENSG00000090013"
"68217" "ENSRNOG00000024411" "ENSG00000145439"
"68225" "ENSRNOG00000024414" "ENSG00000107669"
"68241" "ENSRNOG00000024420" "ENSG00000154920"
"68249" "ENSRNOG00000024425" "ENSG00000078487"
"68257" "ENSRNOG00000024428" "ENSG00000112984"
"68265" "ENSRNOG00000024437" "ENSG00000166619"
"68273" "ENSRNOG00000024445" "ENSG00000188827"
"68281" "ENSRNOG00000024450" "ENSG00000139323"
"68289" "ENSRNOG00000024452" "ENSG00000159753"
"68297" "ENSRNOG00000024455" "ENSG00000090581"
"68305" "ENSRNOG00000024460" "ENSG00000185418"
"68313" "ENSRNOG00000024468" "ENSG00000204104"
"68321" "ENSRNOG00000024470" "ENSG00000074695"
"68329" "ENSRNOG00000024482" "ENSG00000182095"
"68337" "ENSRNOG00000024492" "ENSG00000138660"
"68345" "ENSRNOG00000024497" "ENSG00000161265"
"68353" "ENSRNOG00000024501" "ENSG00000138835"
"68361" "ENSRNOG00000024503" "ENSG00000151779"
"68369" "ENSRNOG00000024505" "ENSG00000160813"
"68377" "ENSRNOG00000024506" "ENSG00000157653"
"68385" "ENSRNOG00000024525" "ENSG00000137760"
"68393" "ENSRNOG00000024530" "ENSG00000102897"
"68401" "ENSRNOG00000024533" "ENSG00000163378"
"68409" "ENSRNOG00000024535" "ENSG00000074755"
"68417" "ENSRNOG00000024539" "ENSG00000165264"
"68425" "ENSRNOG00000024543" "ENSG00000173214"
"68433" "ENSRNOG00000024545" "ENSG00000122483"
"68441" "ENSRNOG00000024549" "ENSG00000160953"
"68449" "ENSRNOG00000024553" "ENSG00000167740"
"68457" "ENSRNOG00000024562" "ENSG00000135966"
"68465" "ENSRNOG00000024563" "ENSG00000214013"
"68473" "ENSRNOG00000024566" "ENSG00000214193"
"68481" "ENSRNOG00000024567" "ENSG00000146576"
"68489" "ENSRNOG00000024568" "ENSG00000115286"
"68497" "ENSRNOG00000024577" "ENSG00000130005"
"68505" "ENSRNOG00000024578" "ENSG00000141540"
"68513" "ENSRNOG00000024591" "ENSG00000153976"
"68521" "ENSRNOG00000024594" "ENSG00000137460"
"68529" "ENSRNOG00000024595" "ENSG00000172292"
"68537" "ENSRNOG00000024601" "ENSG00000064995"
"68545" "ENSRNOG00000024602" "ENSG00000166689"
"68553" "ENSRNOG00000024603" "ENSG00000115268"
"68561" "ENSRNOG00000024605" "ENSG00000178397"
"68569" "ENSRNOG00000024616" "ENSG00000166925"
"68593" "ENSRNOG00000024620" "ENSG00000165072"
"68601" "ENSRNOG00000024625" "ENSG00000167595"
"68609" "ENSRNOG00000024629" "ENSG00000084754"
"68617" "ENSRNOG00000024632" "ENSG00000118217"
"68625" "ENSRNOG00000024635" "ENSG00000007545"
"68633" "ENSRNOG00000024641" "ENSG00000166924"
"68649" "ENSRNOG00000024650" "ENSG00000136108"
"68657" "ENSRNOG00000024657" "ENSG00000174514"
"68665" "ENSRNOG00000024661" "ENSG00000206053"
"68673" "ENSRNOG00000024663" "ENSG00000119321"
"68681" "ENSRNOG00000024671" "ENSG00000172869"
"68689" "ENSRNOG00000024677" "ENSG00000004777"
"68697" "ENSRNOG00000024688" "ENSG00000178752"
"68705" "ENSRNOG00000024689" "ENSG00000171476"
"68713" "ENSRNOG00000024693" "ENSG00000124203"
"68721" "ENSRNOG00000024703" "ENSG00000147459"
"68729" "ENSRNOG00000024705" "ENSG00000106538"
"68737" "ENSRNOG00000024707" "ENSG00000078900"
"68745" "ENSRNOG00000024711" "ENSG00000069188"
"68753" "ENSRNOG00000024728" "ENSG00000128805"
"68761" "ENSRNOG00000024729" "ENSG00000196092"
"68769" "ENSRNOG00000024733" "ENSG00000121211"
"68777" "ENSRNOG00000024737" "ENSG00000090905"
"68785" "ENSRNOG00000024743" "ENSG00000100395"
"68793" "ENSRNOG00000024757" "ENSG00000149218"
"68801" "ENSRNOG00000024779" "ENSG00000047315"
"68809" "ENSRNOG00000024780" "ENSG00000141219"
"68817" "ENSRNOG00000024786" "ENSG00000148331"
"68825" "ENSRNOG00000024793" "ENSG00000188997"
"68833" "ENSRNOG00000024794" "ENSG00000119231"
"68841" "ENSRNOG00000024795" "ENSG00000106479"
"68849" "ENSRNOG00000024796" "ENSG00000130764"
"68857" "ENSRNOG00000024798" "ENSG00000136122"
"68865" "ENSRNOG00000024801" "ENSG00000102100"
"68873" "ENSRNOG00000024808" "ENSG00000198648"
"68881" "ENSRNOG00000024809" "ENSG00000148335"
"68889" "ENSRNOG00000024813" "ENSG00000204899"
"68897" "ENSRNOG00000024818" "ENSG00000142694"
"68905" "ENSRNOG00000024839" "ENSG00000156521"
"68913" "ENSRNOG00000024845" "ENSG00000266472"
"68921" "ENSRNOG00000024846" "ENSG00000188483"
"68929" "ENSRNOG00000024848" "ENSG00000171560"
"68937" "ENSRNOG00000024849" "ENSG00000169905"
"68945" "ENSRNOG00000024852" "ENSG00000125827"
"68953" "ENSRNOG00000024863" "ENSG00000077458"
"68961" "ENSRNOG00000024867" "ENSG00000197774"
"68969" "ENSRNOG00000024874" "ENSG00000099256"
"68977" "ENSRNOG00000024879" "ENSG00000099821"
"68985" "ENSRNOG00000024886" "ENSG00000182197"
"68993" "ENSRNOG00000024889" "ENSG00000163877"
"69009" "ENSRNOG00000024907" "ENSG00000100354"
"69017" "ENSRNOG00000024917" "ENSG00000155749"
"69025" "ENSRNOG00000024922" "ENSG00000106336"
"69033" "ENSRNOG00000024923" "ENSG00000053438"
"69041" "ENSRNOG00000024924" "ENSG00000174007"
"69049" "ENSRNOG00000024929" "ENSG00000120526"
"69057" "ENSRNOG00000024930" "ENSG00000176209"
"69065" "ENSRNOG00000024931" "ENSG00000168071"
"69073" "ENSRNOG00000024934" "ENSG00000149308"
"69081" "ENSRNOG00000024945" "ENSG00000167065"
"69089" "ENSRNOG00000024955" "ENSG00000136021"
"69097" "ENSRNOG00000024961" "ENSG00000118369"
"69105" "ENSRNOG00000024964" "ENSG00000108256"
"69113" "ENSRNOG00000024967" "ENSG00000156467"
"69121" "ENSRNOG00000024972" "ENSG00000006695"
"69129" "ENSRNOG00000024986" "ENSG00000138722"
"69137" "ENSRNOG00000024998" "ENSG00000104447"
"69145" "ENSRNOG00000025000" "ENSG00000116198"
"69153" "ENSRNOG00000025001" "ENSG00000106333"
"69161" "ENSRNOG00000025011" "ENSG00000100888"
"69169" "ENSRNOG00000025023" "ENSG00000166888"
"69177" "ENSRNOG00000025025" "ENSG00000067334"
"69185" "ENSRNOG00000025028" "ENSG00000253729"
"69193" "ENSRNOG00000025030" "ENSG00000169598"
"69201" "ENSRNOG00000025034" "ENSG00000198912"
"69209" "ENSRNOG00000025040" "ENSG00000242616"
"69217" "ENSRNOG00000025042" "ENSG00000172572"
"69225" "ENSRNOG00000025051" "ENSG00000162367"
"69233" "ENSRNOG00000025052" "ENSG00000172345"
"69241" "ENSRNOG00000025053" "ENSG00000123384"
"69249" "ENSRNOG00000025061" "ENSG00000168005"
"69257" "ENSRNOG00000025065" "ENSG00000116922"
"69265" "ENSRNOG00000025067" "ENSG00000124217"
"69273" "ENSRNOG00000025069" "ENSG00000122224"
"69281" "ENSRNOG00000025071" "ENSG00000198218"
"69289" "ENSRNOG00000025074" "ENSG00000171557"
"69297" "ENSRNOG00000025075" "ENSG00000054967"
"69305" "ENSRNOG00000025076" "ENSG00000136813"
"69313" "ENSRNOG00000025079" "ENSG00000155744"
"69321" "ENSRNOG00000025094" "ENSG00000169508"
"69329" "ENSRNOG00000025100" "ENSG00000263528"
"69337" "ENSRNOG00000025110" "ENSG00000175267"
"69345" "ENSRNOG00000025111" "ENSG00000167604"
"69353" "ENSRNOG00000025120" "ENSG00000111087"
"69361" "ENSRNOG00000025126" "ENSG00000083093"
"69369" "ENSRNOG00000025130" "ENSG00000062524"
"69377" "ENSRNOG00000025140" "ENSG00000066827"
"69385" "ENSRNOG00000025141" "ENSG00000088970"
"69393" "ENSRNOG00000025142" "ENSG00000183496"
"69401" "ENSRNOG00000025143" "ENSG00000108622"
"69409" "ENSRNOG00000025145" "ENSG00000176623"
"69417" "ENSRNOG00000025154" "ENSG00000100138"
"69425" "ENSRNOG00000025155" "ENSG00000164715"
"69433" "ENSRNOG00000025156" "ENSG00000126768"
"69441" "ENSRNOG00000025160" "ENSG00000152078"
"69449" "ENSRNOG00000025164" "ENSG00000180535"
"69457" "ENSRNOG00000025167" "ENSG00000185033"
"69465" "ENSRNOG00000025174" "ENSG00000083168"
