Discovered in,Entrez,Symbol,Group,Model pvalue,AICc diff,Coefficients,R2(if applicable),subgroups
"acute,muscle",2395,FXN,time,6.60E-07,-8.274229957,"b0:-0.088(1.1e-05),time.L:-0.14(0.00032),time.Q:-0.12(8.1e-05)",83.72785283,"acute,muscle,time,2"
"acute,muscle",23137,SMC5,training;avg_age,1.88E-05,-12.48967765,"b0:-0.61(2.1e-05),trainingresistance:0.31(0.0025),avg_age:0.019(6.9e-05)",NA,"acute,muscle,training;avg_age,1"
"acute,muscle",8013,NR4A3,time;avg_age,4.47E-37,-29.34114039,"b0:-2.1(1.8e-05),time.L:-0.41(0.29),time.Q:-0.27(0.23),avg_age:0.13(8.9e-21)",NA,"acute,muscle,time;avg_age,1"
"acute,muscle",91283,MSANTD3,training,4.38E-05,-6.103031098,"b0:-0.012(0.9),trainingresistance:0.29(4.4e-05)",NA,"acute,muscle,training,2"
"acute,muscle",83856,FSD1L,training,1.57E-07,-11.72498152,"b0:-0.016(0.19),trainingresistance:0.2(1.6e-07)",99.95343434,"acute,muscle,training,2"
"acute,muscle",114789,SLC25A25,time;training,1.03E-20,-25.04827459,"b0:0.51(1.8e-10),time.L:-1(2e-14),time.Q:0.44(1.9e-05),trainingresistance:-0.35(0.0048)",86.56125168,"acute,muscle,time;training,1 and longterm,muscle,prop_males,1"
"acute,muscle",28989,NTMT1,training,0.000232816,-5.003071711,"b0:0.07(0.0044),trainingresistance:-0.16(0.00023)",77.49357412,
"acute,muscle",84814,PLPP7,training,3.29E-09,-8.537452519,"b0:-0.063(0.48),trainingresistance:-0.22(3.3e-09)",NA,"acute,muscle,training,3"
"acute,muscle",6256,RXRA,time,3.67E-05,-5.737332515,"b0:-0.11(0.0021),time.L:-0.29(5.1e-05),time.Q:-0.094(0.083)",56.71715625,"acute,muscle,time,2"
"acute,muscle",64975,MRPL41,training,3.11E-05,-6.597103716,"b0:0.026(0.43),trainingresistance:-0.18(3.1e-05)",89.20454802,"acute,muscle,training,3"
"acute,muscle",203259,FAM219A,training,0.000209735,-5.757993391,"b0:-0.01(0.58),trainingresistance:0.11(0.00021)",66.27360195,"acute,muscle,training,2"
"acute,muscle",85365,ALG2,time,5.89E-09,-6.995763518,"b0:0.19(1e-14),time.L:-0.23(2.3e-07),time.Q:0.16(3.5e-05)",81.41576593,"acute,muscle,time,4"
"acute,muscle",5774,PTPN3,time,2.11E-07,-12.81179458,"b0:-0.12(0.0016),time.L:-0.26(0.00031),time.Q:-0.23(2.7e-05)",77.57919636,"acute,muscle,time,2"
"acute,muscle",203,AK1,time,0.000124798,-5.64654979,"b0:-0.12(0.024),time.L:-0.3(0.0039),time.Q:-0.2(0.0095)",51.18066792,"acute,muscle,time,2"
"acute,muscle",23048,FNBP1,time;training,1.70E-07,-7.996100698,"b0:0.069(0.028),time.L:0.17(0.0025),time.Q:0.15(8.6e-05),trainingresistance:0.15(0.0022)",84.73802239,"acute,muscle,time;training,1"
"acute,muscle",286336,FAM78A,training,0.000809825,-7.111803564,"b0:-0.058(0.26),trainingresistance:-0.27(0.00081)",NA,"acute,muscle,training,3"
"acute,muscle",441478,NRARP,time,2.23E-18,-12.46944801,"b0:0.23(1.3e-12),time.L:-0.49(5.1e-14),time.Q:0.4(4.7e-17)",95.61875467,"acute,muscle,time,4"
"acute,muscle",30011,SH3KBP1,time,5.37E-06,-11.32579054,"b0:-0.096(0.012),time.L:-0.26(8.8e-07),time.Q:-0.14(5.3e-06)",NA,"acute,muscle,time,2"
"acute,muscle",10943,MSL3,training,1.24E-06,-6.992124818,"b0:-0.057(0.0035),trainingresistance:0.16(1.2e-06)",92.79255691,"acute,muscle,training,1"
"acute,muscle",51284,TLR7,avg_age,6.09E-05,-6.485971584,"b0:0.11(8.5e-05),avg_age:-0.0044(6.1e-05)",99.88290424,"acute,muscle,avg_age,1"
"acute,muscle",6322,SCML1,time,8.36E-07,-10.24268784,"b0:0.11(0.018),time.L:-0.27(0.0028),time.Q:-0.23(0.00083)",64.49239855,"acute,muscle,time,3"
"acute,muscle",404281,YY2,avg_age,0.000511422,-9.339497391,"b0:0.39(4.8e-05),avg_age:-0.012(0.00051)",NA,"acute,muscle,avg_age,1"
"acute,muscle",6611,SMS,time,1.09E-15,-10.56479245,"b0:0.18(5.4e-12),time.L:0.34(7.2e-11),time.Q:0.24(2e-11)",99.99993007,"acute,muscle,time,1"
"acute,muscle",5638,PRRG1,time;training,1.87E-06,-7.103707288,"b0:-0.13(0.048),time.L:-0.27(0.015),time.Q:-0.2(0.012),trainingresistance:-0.3(0.003)",64.7702043,"acute,muscle,time;training,1"
"acute,muscle",7076,TIMP1,time,0.000670287,-8.521432969,"b0:0.72(3e-04),time.L:1.2(0.0018),time.Q:0.4(0.17)",40.33421907,"acute,muscle,time,1"
"acute,muscle",5355,PLP2,training,0.000617722,-13.81748636,"b0:0.11(0.25),trainingresistance:0.22(0.00062)",NA,"acute,muscle,training,2"
"acute,muscle",51260,PBDC1,training,0.000370807,-5.505575999,"b0:0.045(0.43),trainingresistance:0.33(0.00037)",45.62008727,"acute,muscle,training,2"
"acute,muscle",56271,BEX4,training,0.000340655,-6.626314166,"b0:-0.15(0.012),trainingresistance:0.37(0.00034)",61.51881814,"acute,muscle,training,1"
"acute,muscle",139221,PWWP3B,training,0.000702628,-6.23813001,"b0:-0.04(0.55),trainingresistance:-0.33(7e-04)",40.70691564,"acute,muscle,training,3"
"acute,muscle",55916,NXT2,time,1.31E-10,-14.55523372,"b0:0.057(0.0017),time.L:0.24(1.5e-11),time.Q:0.06(0.02)",99.9932361,"acute,muscle,time,1"
"acute,muscle",633,BGN,time,0.000657324,-5.978782031,"b0:0.23(0.0078),time.L:0.51(0.0025),time.Q:0.21(0.091)",42.6299841,"acute,muscle,time,1 and longterm,muscle,base_model,2"
"acute,muscle",26576,SRPK3,time,6.51E-06,-8.308896236,"b0:-0.13(0.00043),time.L:-0.35(1.7e-06),time.Q:-0.072(0.18)",72.27419452,"acute,muscle,time,2"
"acute,muscle",65991,FUNDC2,training,4.29E-05,-8.118515954,"b0:0.024(0.31),trainingresistance:-0.15(4.3e-05)",100,"acute,muscle,training,3"
"acute,muscle",79184,BRCC3,training,1.41E-07,-10.03169893,"b0:-0.0027(0.86),trainingresistance:-0.19(1.4e-07)",99.94053362,"acute,muscle,training,3"
"acute,muscle",25878,MXRA5,time,0.000366829,-8.60507106,"b0:0.52(0.0021),time.L:1(0.0024),time.Q:0.47(0.059)",47.18002903,"acute,muscle,time,1"
"acute,muscle",8228,PNPLA4,time,3.48E-05,-7.024867227,"b0:-0.19(1.6e-05),time.L:-0.31(0.00025),time.Q:-0.15(0.019)",60.33318729,"acute,muscle,time,2"
"acute,muscle",140456,ASB11,training,3.56E-10,-15.44896888,"b0:0.021(0.53),trainingresistance:-0.36(3.6e-10)",89.32939867,"acute,muscle,training,3"
"acute,muscle",10742,RAI2,training,0.000114447,-6.97310344,"b0:0.026(0.41),trainingresistance:0.22(0.00011)",64.47808189,"acute,muscle,training,2"
"acute,muscle",23597,ACOT9,time;training,9.26E-06,-5.225423909,"b0:0.19(0.0058),time.L:0.23(0.05),time.Q:0.23(0.0062),trainingresistance:0.3(0.0053)",58.77968274,"acute,muscle,time;training,1"
"acute,muscle",6103,RPGR,training,6.49E-05,-9.15408303,"b0:-0.057(0.22),trainingresistance:0.3(6.5e-05)",53.96778763,"acute,muscle,training,2"
"acute,muscle",54880,BCOR,avg_age,5.79E-05,-9.123308266,"b0:-0.52(6.7e-05),avg_age:0.018(5.8e-05)",43.16922926,"acute,muscle,avg_age,1"
"acute,muscle",4000,LMNA,base_model,4.95E-06,0,b0:0.11(4.9e-06),NA,"acute,muscle,base_model,2"
"acute,muscle",6675,UAP1,base_model,2.07E-05,0,b0:0.11(2.1e-05),NA,"acute,muscle,base_model,2"
"acute,muscle",55920,RCC2,base_model,1.48E-10,0,b0:0.13(1.5e-10),NA,"acute,muscle,base_model,2"
"acute,muscle",113444,SMIM12,base_model,7.46E-06,0,b0:0.14(7.5e-06),NA,"acute,muscle,base_model,2"
"acute,muscle",389,RHOC,base_model,6.51E-11,0,b0:0.21(6.5e-11),NA,"acute,muscle,base_model,2 and longterm,muscle,base_model,2"
"acute,muscle",23659,PLA2G15,base_model,0.000184219,0,b0:0.12(0.00018),NA,"acute,muscle,base_model,2"
"acute,muscle",4953,ODC1,base_model,2.30E-11,0,b0:0.25(2.3e-11),NA,"acute,muscle,base_model,2"
"acute,muscle",23787,MTCH1,base_model,4.36E-10,0,b0:0.13(4.4e-10),NA,"acute,muscle,base_model,2"
"acute,muscle",84085,FBXO30,base_model,4.02E-08,0,b0:0.14(4e-08),NA,"acute,muscle,base_model,2"
"acute,muscle",100129518,SOD2-OT1,base_model,0.000167515,-0.88224185,b0:0.11(0.007),NA,"acute,muscle,base_model,2"
"acute,muscle",10268,RAMP3,base_model,6.37E-05,0,b0:0.1(6.4e-05),NA,"acute,muscle,base_model,2"
"acute,blood",85028,SNHG12,base_model,7.33E-05,-1.659886362,b0:0.12(3.6e-07),NA,"acute,blood,base_model,2"
"acute,blood",677838,SNORA61,base_model,5.67E-10,0,b0:0.14(5.7e-10),NA,"acute,blood,base_model,2"
"acute,blood",4170,MCL1,base_model,5.87E-10,0,b0:0.13(5.9e-10),NA,"acute,blood,base_model,2"
"acute,blood",9181,ARHGEF2,base_model,3.48E-18,0,b0:0.1(3.5e-18),NA,"acute,blood,base_model,2"
"acute,blood",3043,HBB,base_model,5.53E-05,0,b0:-0.11(5.5e-05),NA,"acute,blood,base_model,1"
"acute,blood",29110,TBK1,base_model,0.000134977,0,b0:0.1(0.00013),NA,"acute,blood,base_model,2 and longterm,muscle,prop_males,1"
"acute,blood",317,APAF1,base_model,5.69E-12,0,b0:0.13(5.7e-12),NA,"acute,muscle,time,1 and acute,blood,base_model,2"
"acute,blood",6515,SLC2A3,base_model,9.64E-08,0,b0:0.15(9.6e-08),NA,"acute,blood,base_model,2 and longterm,muscle,avg_age,1"
"acute,blood",4659,PPP1R12A,base_model,4.22E-13,0,b0:0.12(4.2e-13),NA,"acute,blood,base_model,2"
"acute,blood",55030,FBXO34,base_model,2.71E-15,0,b0:0.13(2.7e-15),NA,"acute,blood,base_model,2"
"acute,blood",3320,HSP90AA1,base_model,9.36E-16,0,b0:0.11(9.4e-16),NA,"acute,blood,base_model,2"
"acute,blood",5048,PAFAH1B1,base_model,1.11E-11,0,b0:0.11(1.1e-11),NA,"acute,blood,base_model,2"
"acute,blood",1362,CPD,base_model,0.000244776,0,b0:0.12(0.00024),NA,"acute,blood,base_model,2"
"acute,blood",4779,NFE2L1,base_model,4.01E-15,0,b0:0.11(4e-15),NA,"acute,blood,base_model,2"
"acute,blood",10140,TOB1,base_model,0.000370545,0,b0:0.13(0.00037),NA,"acute,muscle,time,4 and acute,blood,base_model,2"
"acute,blood",10672,GNA13,base_model,5.86E-11,0,b0:0.1(5.9e-11),NA,"acute,blood,base_model,2"
"acute,blood",10194,TSHZ1,base_model,3.55E-08,0,b0:0.11(3.6e-08),NA,"acute,blood,base_model,2"
"acute,blood",90007,MIDN,base_model,2.47E-07,0,b0:0.14(2.5e-07),NA,"acute,blood,base_model,2"
"acute,blood",23031,MAST3,base_model,2.08E-07,0,b0:0.1(2.1e-07),NA,"acute,blood,base_model,2"
"acute,blood",64073,C19orf33,base_model,5.96E-05,-1.139028196,b0:-0.12(2.6e-05),100,"acute,blood,base_model,1"
"acute,blood",23550,PSD4,base_model,3.58E-11,0,b0:0.1(3.6e-11),NA,"acute,blood,base_model,2"
"acute,blood",2591,GALNT3,base_model,0.000331543,-5.828958715,b0:0.19(2e-12),100,"acute,blood,base_model,2"
"acute,blood",23515,MORC3,base_model,3.24E-07,0,b0:0.11(3.2e-07),NA,"acute,blood,base_model,2"
"acute,blood",1399,CRKL,base_model,9.91E-20,0,b0:0.13(9.9e-20),NA,"acute,blood,base_model,2"
"acute,blood",9978,RBX1,base_model,0.000743578,0,b0:-0.12(0.00074),NA,"acute,blood,base_model,1"
"acute,blood",1232,CCR3,base_model,1.02E-05,0,b0:-0.1(1e-05),NA,"acute,blood,base_model,1"
"acute,blood",205428,DIPK2A,base_model,2.23E-05,0,b0:0.1(2.2e-05),NA,"acute,blood,base_model,2"
"acute,blood",2992,GYG1,base_model,4.77E-07,0,b0:0.1(4.8e-07),NA,"acute,blood,base_model,2"
"acute,blood",55161,TMEM33,base_model,5.92E-08,0,b0:0.1(5.9e-08),NA,"acute,blood,base_model,2"
"acute,blood",84640,USP38,base_model,1.37E-05,0,b0:0.11(1.4e-05),NA,"acute,blood,base_model,2"
"acute,blood",153830,RNF145,base_model,1.34E-26,0,b0:0.11(1.3e-26),NA,"acute,blood,base_model,2"
"acute,blood",1871,E2F3,base_model,1.63E-05,0,b0:0.1(1.6e-05),NA,"acute,blood,base_model,2"
"acute,blood",11120,BTN2A1,base_model,1.32E-23,0,b0:0.11(1.3e-23),NA,"acute,blood,base_model,2"
"acute,blood",4277,MICB,base_model,3.03E-09,0,b0:0.11(3e-09),NA,"acute,blood,base_model,2"
"acute,blood",28962,OSTM1,base_model,1.48E-17,0,b0:0.12(1.5e-17),NA,"acute,blood,base_model,2"
"acute,blood",222194,RSBN1L,base_model,0.000287803,-0.603558011,b0:0.1(5.8e-05),94.75445711,"acute,blood,base_model,2"
"acute,blood",136051,ZNF786,base_model,5.27E-05,0,b0:0.11(5.3e-05),NA,"acute,blood,base_model,2"
"longterm,muscle",10630,PDPN,prop_males,5.63E-09,-14.5355078,"b0:0.069(0.00024),prop_males:-0.21(5.6e-09)",97.36841843,"longterm,muscle,prop_males,1"
"longterm,muscle",9923,ZBTB40,prop_males,1.64E-07,-13.8829038,"b0:0.086(0.00056),prop_males:-0.23(1.6e-07)",84.78497819,"longterm,muscle,prop_males,1"
"longterm,muscle",2134,EXTL1,training,0.000369142,-6.011767123,"b0:0.12(0.0011),trainingresistance:-0.18(0.00037)",42.36200036,"acute,muscle,time,2 and longterm,muscle,training,2"
"longterm,muscle",79140,CCDC28B,prop_males,0.000245255,-10.84856897,"b0:0.33(0.0017),prop_males:-0.51(0.00025)",NA,"longterm,muscle,prop_males,1"
"longterm,muscle",6018,RLF,prop_males,5.94E-07,-11.68674944,"b0:0.073(2e-04),prop_males:-0.18(5.9e-07)",99.93021248,"longterm,muscle,prop_males,1"
"longterm,muscle",260293,CYP4X1,base_model,0.000539666,-13.01441336,b0:-0.13(0.00054),NA,"longterm,muscle,base_model,1"
"longterm,muscle",1376,CPT2,training,0.000624957,-5.414334033,"b0:0.13(0.00021),trainingresistance:-0.17(0.00062)",35.91570764,"longterm,muscle,training,2"
"longterm,muscle",10964,IFI44L,time;avg_age,0.000144753,-5.574763165,"b0:-0.35(0.0012),time.L:-0.14(0.0034),avg_age:0.0089(3.2e-05)",68.18211355,"longterm,muscle,time;avg_age,1"
"longterm,muscle",10561,IFI44,time;avg_age,2.70E-05,-5.821251629,"b0:-0.24(0.0012),time.L:-0.075(0.0055),avg_age:0.0066(4.9e-06)",92.08602899,"longterm,muscle,time;avg_age,1"
"longterm,muscle",7412,VCAM1,prop_males,1.42E-05,-11.88035833,"b0:-0.14(0.008),prop_males:0.36(1.4e-05)",NA,"longterm,muscle,prop_males,1"
"longterm,muscle",3749,KCNC4,prop_males,8.35E-05,-8.35379261,"b0:-0.062(0.0097),prop_males:0.19(8.4e-05)",64.7404985,"acute,muscle,training,2 and longterm,muscle,prop_males,1"
"longterm,muscle",55917,CTTNBP2NL,base_model,0.000493585,-8.107199011,b0:0.1(0.00049),NA,"longterm,muscle,base_model,2"
"longterm,muscle",51177,PLEKHO1,training,1.80E-05,-9.027239859,"b0:-0.031(0.39),trainingresistance:0.22(1.8e-05)",56.01643165,"acute,muscle,training,2 and longterm,muscle,training,1"
"longterm,muscle",79630,C1orf54,base_model,0.000136673,-12.21399925,b0:0.28(0.00014),NA,"longterm,muscle,base_model,2"
"longterm,muscle",1942,EFNA1,base_model,0.00014998,-7.226976064,b0:0.15(0.00015),NA,"longterm,muscle,base_model,2"
"longterm,muscle",23208,SYT11,base_model,1.64E-05,-5.303436297,b0:0.11(1.6e-05),NA,"longterm,muscle,base_model,2"
"longterm,muscle",2205,FCER1A,base_model,0.00059931,-7.898168622,b0:0.13(6e-04),NA,"longterm,muscle,base_model,2"
"longterm,muscle",4720,NDUFS2,base_model,1.22E-07,-5.468760973,b0:0.15(1.2e-07),NA,"longterm,muscle,base_model,2"
"longterm,muscle",9103,FCGR2C,prop_males,3.52E-05,-9.678552745,"b0:-0.095(0.00026),prop_males:0.2(3.5e-05)",99.32304014,"longterm,muscle,prop_males,1"
"longterm,muscle",23179,RGL1,base_model,0.00079419,-12.37401745,b0:0.1(0.00079),NA,"longterm,muscle,base_model,2"
"longterm,muscle",54823,SWT1,prop_males,9.77E-08,-16.84048615,"b0:0.11(8.9e-07),prop_males:-0.23(9.8e-08)",94.33716756,"longterm,muscle,prop_males,1"
"longterm,muscle",54953,ODR4,prop_males,0.000238002,-5.069223325,"b0:0.048(0.0024),prop_males:-0.12(0.00024)",76.18306809,"longterm,muscle,prop_males,1"
"longterm,muscle",79577,CDC73,prop_males,3.78E-07,-5.507895757,"b0:0.067(2e-04),prop_males:-0.16(3.8e-07)",84.69838318,"longterm,muscle,prop_males,1"
"longterm,muscle",149345,SHISA4,training,1.90E-07,-10.68367054,"b0:-0.12(2.7e-11),trainingresistance:0.14(1.9e-07)",93.08724577,"longterm,muscle,training,3"
"longterm,muscle",5394,EXOSC10,avg_age,1.05E-06,-8.513557326,"b0:-0.15(1.2e-08),avg_age:0.0024(1e-06)",99.87400734,"longterm,muscle,avg_age,1"
"longterm,muscle",3339,HSPG2,base_model,4.18E-05,-13.04397324,b0:0.2(4.2e-05),NA,"longterm,muscle,base_model,2"
"longterm,muscle",3399,ID3,avg_age,1.59E-05,-5.003835744,"b0:-0.27(0.0018),avg_age:0.0072(1.6e-05)",83.35993923,"acute,muscle,time,4 and longterm,muscle,avg_age,1"
"longterm,muscle",65108,MARCKSL1,base_model,0.000137128,-8.850431379,b0:0.23(0.00014),NA,"longterm,muscle,base_model,2"
"longterm,muscle",10946,SF3A3,avg_age,2.41E-05,-7.536456827,"b0:-0.45(0.00017),avg_age:0.01(2.4e-05)",62.13576467,"longterm,muscle,avg_age,1"
"longterm,muscle",8891,EIF2B3,prop_males,7.10E-05,-5.414748844,"b0:0.081(0.00067),prop_males:-0.17(7.1e-05)",92.36672254,"longterm,muscle,prop_males,1"
"longterm,muscle",51668,HSPB11,prop_males,0.000534752,-6.539110611,"b0:0.15(0.00025),prop_males:-0.24(0.00053)",NA,"longterm,muscle,prop_males,1"
"longterm,muscle",64123,ADGRL4,base_model,0.000134714,-14.09728783,b0:0.25(0.00013),NA,"longterm,muscle,base_model,2"
"longterm,muscle",1266,CNN3,base_model,0.000509012,-6.928188817,b0:0.13(0.00051),NA,"longterm,muscle,base_model,2"
"longterm,muscle",389,RHOC,base_model,3.57E-06,-7.893039662,b0:0.17(3.6e-06),NA,"acute,muscle,base_model,2 and longterm,muscle,base_model,2"
"longterm,muscle",54856,GON4L,prop_males,5.64E-05,-8.607496999,"b0:0.043(0.0049),prop_males:-0.11(5.6e-05)",NA,"longterm,muscle,prop_males,1"
"longterm,muscle",8407,TAGLN2,base_model,3.24E-05,-10.29905248,b0:0.19(3.2e-05),NA,"longterm,muscle,base_model,2"
"longterm,muscle",947,CD34,base_model,0.00018137,-6.539292447,b0:0.19(0.00018),NA,"longterm,muscle,base_model,2"
"longterm,muscle",51742,ARID4B,prop_males,0.000148694,-6.265827339,"b0:0.054(0.013),prop_males:-0.14(0.00015)",NA,"longterm,muscle,prop_males,1"
"longterm,muscle",4811,NID1,base_model,0.000177862,-13.11023707,b0:0.24(0.00018),NA,"longterm,muscle,base_model,2"
"longterm,muscle",8028,MLLT10,prop_males,2.30E-06,-12.45097755,"b0:0.095(3.9e-05),prop_males:-0.2(2.3e-06)",93.01912772,"longterm,muscle,prop_males,1"
"longterm,muscle",5599,MAPK8,prop_males,4.05E-05,-6.353492896,"b0:0.051(0.0017),prop_males:-0.13(4e-05)",99.90506876,"longterm,muscle,prop_males,1"
"longterm,muscle",5552,SRGN,training;time;avg_age,1.05E-09,-13.44532543,"b0:-0.19(0.00072),trainingresistance:-0.099(0.00014),time.L:-0.15(1.9e-09),avg_age:0.0074(1.9e-09)",99.92428411,"longterm,muscle,training;time;avg_age,1"
"longterm,muscle",8879,SGPL1,prop_males,2.88E-05,-6.316478421,"b0:0.071(0.00028),prop_males:-0.16(2.9e-05)",99.98327761,"longterm,muscle,prop_males,1"
"longterm,muscle",27069,GHITM,base_model,4.77E-07,-6.632827095,b0:0.12(4.8e-07),NA,"longterm,muscle,base_model,2"
"longterm,muscle",57584,ARHGAP21,prop_males,0.000429038,-5.764984945,"b0:0.11(0.0093),prop_males:-0.24(0.00043)",51.46738554,"longterm,muscle,prop_males,1"
"longterm,muscle",6840,SVIL,training,0.000295845,-5.50482513,"b0:-0.14(8.2e-07),trainingresistance:0.14(3e-04)",45.04300366,"longterm,muscle,training,3"
"longterm,muscle",8829,NRP1,base_model,6.03E-06,-8.280797062,b0:0.16(6e-06),NA,"longterm,muscle,base_model,2"
"longterm,muscle",57209,ZNF248,prop_males,8.89E-06,-11.57488752,"b0:0.094(0.00083),prop_males:-0.23(8.9e-06)",81.20618362,"longterm,muscle,prop_males,1"
"longterm,muscle",79812,MMRN2,base_model,0.000199399,-8.424551876,b0:0.13(2e-04),NA,"longterm,muscle,base_model,2"
"longterm,muscle",3988,LIPA,base_model,8.50E-05,-10.4640589,b0:0.12(8.5e-05),NA,"longterm,muscle,base_model,2"
"longterm,muscle",118788,PIK3AP1,prop_males,0.000116195,-7.46061771,"b0:-0.082(0.00083),prop_males:0.18(0.00012)",89.75984986,"longterm,muscle,prop_males,1"
"longterm,muscle",3481,IGF2,base_model,5.40E-06,-21.36445089,b0:0.32(5.4e-06),NA,"longterm,muscle,base_model,2"
"longterm,muscle",960,CD44,time;avg_age,6.70E-05,-11.00620905,"b0:-0.21(0.00042),time.L:-0.085(0.0025),avg_age:0.0055(1.4e-05)",NA,"longterm,muscle,time;avg_age,1"
"longterm,muscle",51144,HSD17B12,prop_males,3.70E-05,-9.124365824,"b0:0.11(9.2e-06),prop_males:-0.19(3.7e-05)",100,"longterm,muscle,prop_males,1"
"longterm,muscle",51338,MS4A4A,prop_males,1.23E-06,-9.666801595,"b0:-0.049(8.7e-05),prop_males:0.12(1.2e-06)",99.93390683,"longterm,muscle,prop_males,1"
"longterm,muscle",83661,MS4A8,prop_males,0.000651334,-9.179458943,"b0:0.075(0.053),prop_males:-0.24(0.00065)",NA,"longterm,muscle,prop_males,1"
"longterm,muscle",7423,VEGFB,base_model,0.000248452,-6.429136435,b0:0.1(0.00025),NA,"longterm,muscle,base_model,2"
"longterm,muscle",871,SERPINH1,base_model,0.000439527,-6.531407847,b0:0.23(0.00044),NA,"longterm,muscle,base_model,2"
"longterm,muscle",8726,EED,prop_males,7.78E-05,-5.478705026,"b0:0.043(0.001),prop_males:-0.11(7.8e-05)",100,"longterm,muscle,prop_males,1"
"longterm,muscle",3316,HSPB2,training,1.77E-05,-5.459977307,"b0:-0.13(4.7e-09),trainingresistance:0.15(1.8e-05)",NA,"longterm,muscle,training,3"
"longterm,muscle",85458,DIXDC1,prop_males,1.44E-07,-14.2311188,"b0:0.085(0.0079),prop_males:-0.29(1.4e-07)",77.42311573,"longterm,muscle,prop_males,1"
"longterm,muscle",25996,REXO2,avg_age,0.000252714,-5.032933762,"b0:0.17(5.9e-06),avg_age:-0.0028(0.00025)",66.69523221,"longterm,muscle,avg_age,1"
"longterm,muscle",257160,RNF214,prop_males,0.000493255,-5.19574772,"b0:0.065(0.017),prop_males:-0.17(0.00049)",52.63586725,"longterm,muscle,prop_males,1"
"longterm,muscle",440072,LINC00167,avg_age,4.32E-05,-7.446255496,"b0:0.14(9.2e-05),avg_age:-0.003(4.3e-05)",100,"longterm,muscle,avg_age,1"
"longterm,muscle",10410,IFITM3,base_model,2.08E-06,-6.437898073,b0:0.18(2.1e-06),NA,"longterm,muscle,base_model,2"
"longterm,muscle",51286,CEND1,prop_males,2.56E-06,-12.26015397,"b0:-0.085(5.6e-06),prop_males:0.17(2.6e-06)",97.02802454,"longterm,muscle,prop_males,1"
"longterm,muscle",196294,IMMP1L,avg_age;prop_males,2.07E-10,-7.972636928,"b0:0.16(1.9e-09),avg_age:-0.0013(4.5e-08),prop_males:-0.22(1.6e-06)",99.91505938,"longterm,muscle,avg_age;prop_males,1"
"longterm,muscle",25841,ABTB2,prop_males,3.15E-05,-8.303154594,"b0:0.097(0.00068),prop_males:-0.22(3.1e-05)",93.95597062,"longterm,muscle,prop_males,1"
"longterm,muscle",8534,CHST1,prop_males,7.37E-05,-7.047511359,"b0:-0.072(0.0093),prop_males:0.21(7.4e-05)",69.77964555,"longterm,muscle,prop_males,1"
"longterm,muscle",23279,NUP160,prop_males,0.000293162,-6.258643486,"b0:0.091(0.0012),prop_males:-0.18(0.00029)",49.75988018,"longterm,muscle,prop_males,1"
"longterm,muscle",187,APLNR,base_model,2.51E-05,-9.23949683,b0:0.35(2.5e-05),NA,"longterm,muscle,base_model,2"
"longterm,muscle",51504,TRMT112,base_model,6.89E-11,-6.882030084,b0:-0.14(6.9e-11),NA,"longterm,muscle,base_model,1"
"longterm,muscle",5547,PRCP,base_model,0.00017498,-12.87661452,b0:0.11(0.00017),NA,"longterm,muscle,base_model,2"
"longterm,muscle",58487,CREBZF,prop_males,7.41E-05,-6.395017185,"b0:0.088(0.0095),prop_males:-0.23(7.4e-05)",69.5188308,"longterm,muscle,prop_males,1"
"longterm,muscle",4162,MCAM,base_model,0.000262021,-7.41985574,b0:0.19(0.00026),NA,"longterm,muscle,base_model,2"
"longterm,muscle",120892,LRRK2,prop_males,4.21E-06,-8.830966313,"b0:0.052(4e-05),prop_males:-0.12(4.2e-06)",98.91689279,"longterm,muscle,prop_males,1"
"longterm,muscle",51535,PPHLN1,prop_males,2.84E-06,-11.53208022,"b0:0.056(0.00062),prop_males:-0.14(2.8e-06)",80.4328627,"longterm,muscle,prop_males,1"
"longterm,muscle",29110,TBK1,prop_males,0.000657856,-5.383418655,"b0:0.11(0.0017),prop_males:-0.21(0.00066)",40.78169229,"acute,blood,base_model,2 and longterm,muscle,prop_males,1"
"longterm,muscle",55832,CAND1,prop_males,3.24E-06,-11.19704204,"b0:0.1(0.00015),prop_males:-0.23(3.2e-06)",74.47992602,"longterm,muscle,prop_males,1"
"longterm,muscle",8738,CRADD,prop_males,1.27E-05,-10.33527326,"b0:0.093(3.9e-05),prop_males:-0.19(1.3e-05)",86.52280606,"longterm,muscle,prop_males,1"
"longterm,muscle",2004,ELK3,base_model,0.000240306,-11.9732321,b0:0.14(0.00024),NA,"acute,muscle,training;avg_age,1 and longterm,muscle,base_model,2"
"longterm,muscle",64431,ACTR6,prop_males,3.72E-06,-12.26846575,"b0:0.14(7.5e-05),prop_males:-0.3(3.7e-06)",90.59508552,"longterm,muscle,prop_males,1"
"longterm,muscle",283431,GAS2L3,base_model,0.000407466,-22.8172315,b0:0.21(0.00041),NA,"longterm,muscle,base_model,2"
"longterm,muscle",53373,TPCN1,prop_males,0.000621286,-5.13174296,"b0:0.12(0.029),prop_males:-0.3(0.00062)",41.18339673,"longterm,muscle,prop_males,1"
"longterm,muscle",64426,SUDS3,prop_males,1.86E-05,-10.12230872,"b0:0.075(0.0026),prop_males:-0.19(1.9e-05)",84.16015742,"longterm,muscle,prop_males,1"
